"","celltype"
"Dat1_Cell_00406","Oligo"
"Dat1_Cell_00408","eL4"
"Dat1_Cell_00409","eL6"
"Dat1_Cell_00410","eL6"
"Dat1_Cell_00412","eL4"
"Dat1_Cell_00413","eL6"
"Dat1_Cell_00414","Oligo"
"Dat1_Cell_00417","eL6"
"Dat1_Cell_00418","eL6"
"Dat1_Cell_00420","eL6"
"Dat1_Cell_00421","eL5"
"Dat1_Cell_00425","eL5"
"Dat1_Cell_00427","eL6"
"Dat1_Cell_00428","eL2/3"
"Dat1_Cell_00429","eL2/3"
"Dat1_Cell_00432","eL2/3"
"Dat1_Cell_00433","eL6"
"Dat1_Cell_00439","Oligo"
"Dat1_Cell_00441","eL6"
"Dat1_Cell_00446","eL4"
"Dat1_Cell_00448","eL6"
"Dat1_Cell_00449","eL4"
"Dat1_Cell_00450","Oligo"
"Dat1_Cell_00451","eL6"
"Dat1_Cell_00453","eL2/3"
"Dat1_Cell_00459","eL4"
"Dat1_Cell_00460","Oligo"
"Dat1_Cell_00461","Oligo"
"Dat1_Cell_00463","Oligo"
"Dat1_Cell_00464","eL2/3"
"Dat1_Cell_00465","Oligo"
"Dat1_Cell_00469","eL4"
"Dat1_Cell_00470","Oligo"
"Dat1_Cell_00472","eL2/3"
"Dat1_Cell_00473","eL6"
"Dat1_Cell_00475","eL6"
"Dat1_Cell_00477","eL2/3"
"Dat1_Cell_00479","eL4"
"Dat1_Cell_00481","eL6"
"Dat1_Cell_00484","eL6"
"Dat1_Cell_00485","eL6"
"Dat1_Cell_00487","eL2/3"
"Dat1_Cell_00488","eL4"
"Dat1_Cell_00492","Oligo"
"Dat1_Cell_00493","eL2/3"
"Dat1_Cell_00494","Oligo"
"Dat1_Cell_00495","eL4"
"Dat1_Cell_00496","eL2/3"
"Dat1_Cell_00499","eL6"
"Dat1_Cell_00503","eL6"
"Dat1_Cell_00504","eL4"
"Dat1_Cell_00505","eL5"
"Dat1_Cell_00506","eL4"
"Dat1_Cell_00507","Oligo"
"Dat1_Cell_00508","eL4"
"Dat1_Cell_00509","eL6"
"Dat1_Cell_00510","eL2/3"
"Dat1_Cell_00511","eL6"
"Dat1_Cell_00513","eL6"
"Dat1_Cell_00514","eL2/3"
"Dat1_Cell_00515","eL4"
"Dat1_Cell_00517","Oligo"
"Dat1_Cell_00518","eL2/3"
"Dat1_Cell_00520","eL4"
"Dat1_Cell_00522","eL2/3"
"Dat1_Cell_00523","eL6"
"Dat1_Cell_00524","eL6"
"Dat1_Cell_00528","eL4"
"Dat1_Cell_00529","eL4"
"Dat1_Cell_00530","eL4"
"Dat1_Cell_00531","eL4"
"Dat1_Cell_00533","eL6"
"Dat1_Cell_00534","Oligo"
"Dat1_Cell_00535","eL4"
"Dat1_Cell_00537","Oligo"
"Dat1_Cell_00538","eL5"
"Dat1_Cell_00539","eL4"
"Dat1_Cell_00540","eL6"
"Dat1_Cell_00541","eL4"
"Dat1_Cell_00543","eL2/3"
"Dat1_Cell_00546","eL2/3"
"Dat1_Cell_00547","eL6"
"Dat1_Cell_00548","eL4"
"Dat1_Cell_00549","Oligo"
"Dat1_Cell_00551","eL4"
"Dat1_Cell_00554","eL5"
"Dat1_Cell_00555","eL4"
"Dat1_Cell_00556","eL4"
"Dat1_Cell_00557","eL4"
"Dat1_Cell_00558","eL6"
"Dat1_Cell_00562","eL4"
"Dat1_Cell_00564","eL2/3"
"Dat1_Cell_00565","eL6"
"Dat1_Cell_00566","eL6"
"Dat1_Cell_00567","Oligo"
"Dat1_Cell_00568","eL4"
"Dat1_Cell_00570","eL6"
"Dat1_Cell_00572","eL4"
"Dat1_Cell_00574","eL4"
"Dat1_Cell_00576","eL2/3"
"Dat1_Cell_00577","eL6"
"Dat1_Cell_00579","eL2/3"
"Dat1_Cell_00581","eL4"
"Dat1_Cell_00583","eL2/3"
"Dat1_Cell_00584","eL2/3"
"Dat1_Cell_00587","Oligo"
"Dat1_Cell_00588","eL4"
"Dat1_Cell_00590","eL6"
"Dat1_Cell_00591","eL5"
"Dat1_Cell_00593","eL2/3"
"Dat1_Cell_00595","eL5"
"Dat1_Cell_00598","eL2/3"
"Dat1_Cell_00599","eL2/3"
"Dat1_Cell_00600","eL6"
"Dat1_Cell_00601","eL5"
"Dat1_Cell_00603","Oligo"
"Dat1_Cell_00604","eL2/3"
"Dat1_Cell_00605","eL2/3"
"Dat1_Cell_00606","Oligo"
"Dat1_Cell_00610","eL4"
"Dat1_Cell_00611","eL2/3"
"Dat1_Cell_00612","eL2/3"
"Dat1_Cell_00613","eL6"
"Dat1_Cell_00614","eL6"
"Dat1_Cell_00619","Oligo"
"Dat1_Cell_00620","eL6"
"Dat1_Cell_00621","eL6"
"Dat1_Cell_00622","eL2/3"
"Dat1_Cell_00624","eL2/3"
"Dat1_Cell_00625","eL2/3"
"Dat1_Cell_00626","eL4"
"Dat1_Cell_00629","Oligo"
"Dat1_Cell_00630","Oligo"
"Dat1_Cell_00631","eL2/3"
"Dat1_Cell_00633","Oligo"
"Dat1_Cell_00634","eL6"
"Dat1_Cell_00636","Oligo"
"Dat1_Cell_00637","eL4"
"Dat1_Cell_00638","eL2/3"
"Dat1_Cell_00641","eL4"
"Dat1_Cell_00642","eL4"
"Dat1_Cell_00643","eL4"
"Dat1_Cell_00645","Oligo"
"Dat1_Cell_00647","eL4"
"Dat1_Cell_00648","eL4"
"Dat1_Cell_00650","eL5"
"Dat1_Cell_00651","Oligo"
"Dat1_Cell_00652","eL4"
"Dat1_Cell_00654","Oligo"
"Dat1_Cell_00655","eL5"
"Dat1_Cell_00657","Oligo"
"Dat1_Cell_00658","Oligo"
"Dat1_Cell_00661","eL4"
"Dat1_Cell_00662","eL6"
"Dat1_Cell_00664","eL6"
"Dat1_Cell_00665","eL6"
"Dat1_Cell_00667","eL2/3"
"Dat1_Cell_00669","Oligo"
"Dat1_Cell_00671","eL2/3"
"Dat1_Cell_00672","Oligo"
"Dat1_Cell_00676","eL6"
"Dat1_Cell_00677","eL4"
"Dat1_Cell_00678","eL4"
"Dat1_Cell_00679","Oligo"
"Dat1_Cell_00680","eL6"
"Dat1_Cell_00681","eL4"
"Dat1_Cell_00683","Oligo"
"Dat1_Cell_00684","eL2/3"
"Dat1_Cell_00685","eL4"
"Dat1_Cell_00687","eL4"
"Dat1_Cell_00688","eL6"
"Dat1_Cell_00689","Oligo"
"Dat1_Cell_00692","eL6"
"Dat1_Cell_00693","eL4"
"Dat1_Cell_00694","Oligo"
"Dat1_Cell_00696","eL2/3"
"Dat1_Cell_00699","eL6"
"Dat1_Cell_00700","eL5"
"Dat1_Cell_00704","eL4"
"Dat1_Cell_00705","eL2/3"
"Dat1_Cell_00710","Oligo"
"Dat1_Cell_00713","eL6"
"Dat1_Cell_00714","Oligo"
"Dat1_Cell_00715","Oligo"
"Dat1_Cell_00716","eL4"
"Dat1_Cell_00719","eL6"
"Dat1_Cell_00720","eL5"
"Dat1_Cell_00722","eL4"
"Dat1_Cell_00723","eL6"
"Dat1_Cell_00725","eL6"
"Dat1_Cell_00728","eL6"
"Dat1_Cell_00730","Oligo"
"Dat1_Cell_00732","eL4"
"Dat1_Cell_00737","eL2/3"
"Dat1_Cell_00738","Oligo"
"Dat1_Cell_00739","eL4"
"Dat1_Cell_00742","eL4"
"Dat1_Cell_00743","Oligo"
"Dat1_Cell_00744","eL6"
"Dat1_Cell_00745","eL4"
"Dat1_Cell_00746","eL5"
"Dat1_Cell_00747","eL5"
"Dat1_Cell_00750","Oligo"
"Dat1_Cell_00751","Oligo"
"Dat1_Cell_00752","eL2/3"
"Dat1_Cell_00753","eL4"
"Dat1_Cell_00755","Oligo"
"Dat1_Cell_00761","eL4"
"Dat1_Cell_00762","eL4"
"Dat1_Cell_00763","Oligo"
"Dat1_Cell_00764","eL4"
"Dat1_Cell_00765","eL6"
"Dat1_Cell_00767","eL4"
"Dat1_Cell_00768","eL2/3"
"Dat1_Cell_00771","eL4"
"Dat1_Cell_00774","eL4"
"Dat1_Cell_00775","eL6"
"Dat1_Cell_00777","eL2/3"
"Dat1_Cell_00778","eL2/3"
"Dat1_Cell_00779","eL2/3"
"Dat1_Cell_00781","eL6"
"Dat1_Cell_00784","eL4"
"Dat1_Cell_00786","eL6"
"Dat1_Cell_00788","eL5"
"Dat1_Cell_00789","eL4"
"Dat1_Cell_00792","eL5"
"Dat1_Cell_00793","Oligo"
"Dat1_Cell_00795","eL4"
"Dat1_Cell_00797","eL2/3"
"Dat1_Cell_00798","eL2/3"
"Dat1_Cell_00799","eL5"
"Dat1_Cell_00800","eL2/3"
"Dat1_Cell_00801","Oligo"
"Dat1_Cell_00802","eL6"
"Dat1_Cell_00803","eL4"
"Dat1_Cell_00804","eL2/3"
"Dat1_Cell_00805","eL6"
"Dat1_Cell_00806","eL4"
"Dat1_Cell_00807","eL2/3"
"Dat1_Cell_00809","eL4"
"Dat1_Cell_00812","eL5"
"Dat1_Cell_00813","eL4"
"Dat1_Cell_00814","eL5"
"Dat1_Cell_00815","eL2/3"
"Dat1_Cell_00818","eL4"
"Dat1_Cell_00819","Oligo"
"Dat1_Cell_00821","eL2/3"
"Dat1_Cell_00822","eL2/3"
"Dat1_Cell_00823","Oligo"
"Dat1_Cell_00824","Oligo"
"Dat1_Cell_00827","eL4"
"Dat1_Cell_00828","eL6"
"Dat1_Cell_00830","eL2/3"
"Dat1_Cell_00832","eL6"
"Dat1_Cell_00836","eL6"
"Dat1_Cell_00837","eL6"
"Dat1_Cell_00838","eL2/3"
"Dat1_Cell_00840","eL2/3"
"Dat1_Cell_00842","Oligo"
"Dat1_Cell_00843","eL6"
"Dat1_Cell_00845","eL4"
"Dat1_Cell_00847","eL2/3"
"Dat1_Cell_00850","eL5"
"Dat1_Cell_00855","eL6"
"Dat1_Cell_00856","eL4"
"Dat1_Cell_00859","eL6"
"Dat1_Cell_00860","eL4"
"Dat1_Cell_00861","eL4"
"Dat1_Cell_00863","eL6"
"Dat1_Cell_00865","Oligo"
"Dat1_Cell_00866","eL4"
"Dat1_Cell_00867","eL6"
"Dat1_Cell_00868","eL2/3"
"Dat1_Cell_00869","eL2/3"
"Dat1_Cell_00871","Oligo"
"Dat1_Cell_00873","eL2/3"
"Dat1_Cell_00874","Oligo"
"Dat1_Cell_00875","eL4"
"Dat1_Cell_00878","eL6"
"Dat1_Cell_00879","eL6"
"Dat1_Cell_00881","eL5"
"Dat1_Cell_00882","eL4"
"Dat1_Cell_00884","Oligo"
"Dat1_Cell_00886","eL2/3"
"Dat1_Cell_00887","eL4"
"Dat1_Cell_00889","eL4"
"Dat1_Cell_00890","Oligo"
"Dat1_Cell_00891","eL4"
"Dat1_Cell_00892","eL2/3"
"Dat1_Cell_00893","Oligo"
"Dat1_Cell_00897","Oligo"
"Dat1_Cell_00900","Oligo"
"Dat1_Cell_00902","eL6"
"Dat1_Cell_00903","Oligo"
"Dat1_Cell_00904","eL6"
"Dat1_Cell_00905","eL6"
"Dat1_Cell_00906","eL6"
"Dat1_Cell_00907","eL5"
"Dat1_Cell_00908","eL2/3"
"Dat1_Cell_00910","eL6"
"Dat1_Cell_00911","eL4"
"Dat1_Cell_00912","eL2/3"
"Dat1_Cell_00913","Oligo"
"Dat1_Cell_00914","Oligo"
"Dat1_Cell_00915","Oligo"
"Dat1_Cell_00916","eL2/3"
"Dat1_Cell_00917","eL4"
"Dat1_Cell_00918","eL2/3"
"Dat1_Cell_00921","eL2/3"
"Dat1_Cell_00923","eL5"
"Dat1_Cell_00924","eL4"
"Dat1_Cell_00925","eL2/3"
"Dat1_Cell_00928","eL4"
"Dat1_Cell_00930","eL5"
"Dat1_Cell_00931","Oligo"
"Dat1_Cell_00933","eL4"
"Dat1_Cell_00934","Oligo"
"Dat1_Cell_00935","eL2/3"
"Dat1_Cell_00937","eL2/3"
"Dat1_Cell_00939","eL2/3"
"Dat1_Cell_00940","Oligo"
"Dat1_Cell_00943","eL6"
"Dat1_Cell_00944","eL6"
"Dat1_Cell_00945","eL4"
"Dat1_Cell_00947","eL2/3"
"Dat1_Cell_00948","eL6"
"Dat1_Cell_00949","eL2/3"
"Dat1_Cell_00951","eL6"
"Dat1_Cell_00952","eL2/3"
"Dat1_Cell_00954","Oligo"
"Dat1_Cell_00956","eL5"
"Dat1_Cell_00957","Oligo"
"Dat1_Cell_00958","eL4"
"Dat1_Cell_00959","eL4"
"Dat1_Cell_00960","eL4"
"Dat1_Cell_00961","eL6"
"Dat1_Cell_00962","eL4"
"Dat1_Cell_00963","eL4"
"Dat1_Cell_00965","eL2/3"
"Dat1_Cell_00967","Oligo"
"Dat1_Cell_00969","eL6"
"Dat1_Cell_00970","eL6"
"Dat1_Cell_00972","eL4"
"Dat1_Cell_00976","Oligo"
"Dat1_Cell_00977","eL6"
"Dat1_Cell_00979","eL5"
"Dat1_Cell_00980","eL6"
"Dat1_Cell_00982","eL2/3"
"Dat1_Cell_00984","eL4"
"Dat1_Cell_00986","eL4"
"Dat1_Cell_00988","eL6"
"Dat1_Cell_00992","eL2/3"
"Dat1_Cell_00993","eL6"
"Dat1_Cell_00996","eL4"
"Dat1_Cell_00998","eL6"
"Dat1_Cell_00999","eL5"
"Dat1_Cell_01000","Oligo"
"Dat1_Cell_01001","eL6"
"Dat1_Cell_01002","eL2/3"
"Dat1_Cell_01003","eL6"
"Dat1_Cell_01005","eL6"
"Dat1_Cell_01006","eL4"
"Dat1_Cell_01008","eL6"
"Dat1_Cell_01009","eL4"
"Dat1_Cell_01010","eL4"
"Dat1_Cell_01011","eL6"
"Dat1_Cell_01012","eL4"
"Dat1_Cell_01013","eL2/3"
"Dat1_Cell_01020","eL2/3"
"Dat1_Cell_01021","Oligo"
"Dat1_Cell_01023","eL6"
"Dat1_Cell_01024","eL2/3"
"Dat1_Cell_01025","eL4"
"Dat1_Cell_01026","Oligo"
"Dat1_Cell_01028","eL6"
"Dat1_Cell_01029","Oligo"
"Dat1_Cell_01030","eL4"
"Dat1_Cell_01032","eL4"
"Dat1_Cell_01033","eL4"
"Dat1_Cell_01034","Oligo"
"Dat1_Cell_01035","eL6"
"Dat1_Cell_01036","eL2/3"
"Dat1_Cell_01037","eL2/3"
"Dat1_Cell_01040","Oligo"
"Dat1_Cell_01041","eL4"
"Dat1_Cell_01042","Oligo"
"Dat1_Cell_01045","eL4"
"Dat1_Cell_01046","eL6"
"Dat1_Cell_01047","eL4"
"Dat1_Cell_01048","eL2/3"
"Dat1_Cell_01049","eL2/3"
"Dat1_Cell_01051","eL5"
"Dat1_Cell_01052","eL4"
"Dat1_Cell_01053","eL6"
"Dat1_Cell_01054","eL6"
"Dat1_Cell_01055","eL6"
"Dat1_Cell_01058","eL6"
"Dat1_Cell_01062","eL6"
"Dat1_Cell_01064","eL2/3"
"Dat1_Cell_01065","eL6"
"Dat1_Cell_01067","eL6"
"Dat1_Cell_01068","Oligo"
"Dat1_Cell_01070","eL2/3"
"Dat1_Cell_01071","Oligo"
"Dat1_Cell_01072","eL6"
"Dat1_Cell_01074","eL6"
"Dat1_Cell_01075","eL5"
"Dat1_Cell_01076","eL6"
"Dat1_Cell_01078","Oligo"
"Dat1_Cell_01086","eL2/3"
"Dat1_Cell_01087","Oligo"
"Dat1_Cell_01089","eL6"
"Dat1_Cell_01090","eL2/3"
"Dat1_Cell_01093","eL6"
"Dat1_Cell_01094","Oligo"
"Dat1_Cell_01095","eL6"
"Dat1_Cell_01096","Oligo"
"Dat1_Cell_01097","eL6"
"Dat1_Cell_01098","eL5"
"Dat1_Cell_01099","eL4"
"Dat1_Cell_01100","eL2/3"
"Dat1_Cell_01101","eL2/3"
"Dat1_Cell_01102","eL6"
"Dat1_Cell_01103","eL6"
"Dat1_Cell_01104","eL2/3"
"Dat1_Cell_01106","eL4"
"Dat1_Cell_01107","eL6"
"Dat1_Cell_01108","eL6"
"Dat1_Cell_01113","eL2/3"
"Dat1_Cell_01114","eL4"
"Dat1_Cell_01115","eL6"
"Dat1_Cell_01116","eL6"
"Dat1_Cell_01117","eL2/3"
"Dat1_Cell_01118","eL6"
"Dat1_Cell_01119","eL4"
"Dat1_Cell_01120","Oligo"
"Dat1_Cell_01121","eL6"
"Dat1_Cell_01125","Oligo"
"Dat1_Cell_01127","eL2/3"
"Dat1_Cell_01129","eL4"
"Dat1_Cell_01131","eL5"
"Dat1_Cell_01133","eL2/3"
"Dat1_Cell_01134","eL5"
"Dat1_Cell_01135","Oligo"
"Dat1_Cell_01136","eL4"
"Dat1_Cell_01137","eL6"
"Dat1_Cell_01139","eL2/3"
"Dat1_Cell_01141","eL4"
"Dat1_Cell_01142","eL2/3"
"Dat1_Cell_01144","eL4"
"Dat1_Cell_01145","eL4"
"Dat1_Cell_01146","eL6"
"Dat1_Cell_01147","eL5"
"Dat1_Cell_01149","eL2/3"
"Dat1_Cell_01151","eL6"
"Dat1_Cell_01152","eL4"
"Dat1_Cell_01155","eL2/3"
"Dat1_Cell_01156","eL2/3"
"Dat1_Cell_01158","eL6"
"Dat1_Cell_01159","eL4"
"Dat1_Cell_01162","eL4"
"Dat1_Cell_01163","eL4"
"Dat1_Cell_01164","eL5"
"Dat1_Cell_01165","eL4"
"Dat1_Cell_01168","Oligo"
"Dat1_Cell_01169","eL4"
"Dat1_Cell_01171","eL6"
"Dat1_Cell_01173","eL6"
"Dat1_Cell_01178","Oligo"
"Dat1_Cell_01180","eL6"
"Dat1_Cell_01181","eL4"
"Dat1_Cell_01183","eL6"
"Dat1_Cell_01184","Oligo"
"Dat1_Cell_01185","eL5"
"Dat1_Cell_01187","eL2/3"
"Dat1_Cell_01188","eL6"
"Dat1_Cell_01189","eL2/3"
"Dat1_Cell_01190","eL6"
"Dat1_Cell_01191","eL6"
"Dat1_Cell_01192","eL2/3"
"Dat1_Cell_01194","Oligo"
"Dat1_Cell_01195","eL2/3"
"Dat1_Cell_01199","eL2/3"
"Dat1_Cell_01201","eL6"
"Dat1_Cell_01202","eL4"
"Dat1_Cell_01203","Oligo"
"Dat1_Cell_01204","eL2/3"
"Dat1_Cell_01205","eL6"
"Dat1_Cell_01206","eL2/3"
"Dat1_Cell_01207","eL6"
"Dat1_Cell_01209","eL4"
"Dat1_Cell_01212","eL2/3"
"Dat1_Cell_01213","eL4"
"Dat1_Cell_01214","eL4"
"Dat1_Cell_01215","eL2/3"
"Dat1_Cell_01219","eL2/3"
"Dat1_Cell_01220","eL6"
"Dat1_Cell_01221","eL2/3"
"Dat1_Cell_01222","eL2/3"
"Dat1_Cell_01223","eL4"
"Dat1_Cell_01224","Oligo"
"Dat1_Cell_01226","eL4"
"Dat1_Cell_01227","Oligo"
"Dat1_Cell_01228","eL5"
"Dat1_Cell_01229","Oligo"
"Dat1_Cell_01231","eL2/3"
"Dat1_Cell_01233","Oligo"
"Dat1_Cell_01236","eL6"
"Dat1_Cell_01238","Oligo"
"Dat1_Cell_01240","eL6"
"Dat1_Cell_01242","eL6"
"Dat1_Cell_01243","eL5"
"Dat1_Cell_01245","eL2/3"
"Dat1_Cell_01246","eL6"
"Dat1_Cell_01247","eL5"
"Dat1_Cell_01250","eL6"
"Dat1_Cell_01253","Oligo"
"Dat1_Cell_01256","Oligo"
"Dat1_Cell_01258","eL6"
"Dat1_Cell_01259","eL6"
"Dat1_Cell_01260","eL5"
"Dat1_Cell_01261","eL2/3"
"Dat1_Cell_01263","eL4"
"Dat1_Cell_01264","eL2/3"
"Dat1_Cell_01265","Oligo"
"Dat1_Cell_01266","eL2/3"
"Dat1_Cell_01268","eL2/3"
"Dat1_Cell_01269","eL4"
"Dat1_Cell_01270","eL6"
