"","new_celltype"
"cy103_CD45pos_S151","B.cell"
"cy103_CD45pos_S147","T.cell"
"cy103_CD45pos_S178","T.cell"
"cy103_CD45pos_S100","B.cell"
"cy103_CD45pos_S143","T.cell"
"cy103_CD45pos_S164","T.cell"
"cy103_CD45pos_S160","T.cell"
"cy103_CD45pos_S103","T.cell"
"cy103_CD45pos_S166","B.cell"
"cy103_CD45pos_S126","T.cell"
"cy103_CD45pos_S127","B.cell"
"cy103_CD45pos_S183","B.cell"
"cy103_CD45pos_S121","T.cell"
"cy103_CD45pos_S98","T.cell"
"cy103_CD45pos_S137","T.cell"
"cy103_CD45pos_S135","B.cell"
"cy103_CD45pos_S141","T.cell"
"cy103_CD45pos_S168","B.cell"
"cy103_CD45pos_S97","T.cell"
"cy103_CD45pos_S111","Macrophage"
"cy103_CD45pos_S101","T.cell"
"cy103_CD45pos_S132","T.cell"
"cy103_CD45pos_S163","B.cell"
"cy103_CD45pos_S148","Macrophage"
"cy103_CD45pos_S185","T.cell"
"cy103_CD45pos_S109","T.cell"
"cy103_CD45pos_S177","T.cell"
"cy103_CD45pos_S189","B.cell"
"cy103_CD45pos_S191","B.cell"
"cy103_CD45pos_S157","B.cell"
"cy103_CD45pos_S102","T.cell"
"cy103_CD45pos_S117","B.cell"
"cy103_CD45pos_S165","T.cell"
"cy103_CD45neg_CD90neg_S104","Mal"
"cy103_CD45neg_CD90neg_S106","Mal"
"cy103_CD45neg_CD90neg_S149","Mal"
"cy103_CD45neg_CD90neg_S131","Mal"
"cy103_CD45neg_CD90neg_S116","Mal"
"cy103_CD45neg_CD90neg_S126","Mal"
"cy103_CD45neg_CD90neg_S174","Mal"
"cy103_CD45neg_CD90neg_S169","Mal"
"cy103_CD45neg_CD90neg_S108","Mal"
"cy103_CD45neg_CD90neg_S166","Mal"
"cy103_CD45neg_CD90neg_S164","Mal"
"cy103_CD45neg_CD90neg_S185","Mal"
"cy103_CD45neg_CD90neg_S160","Mal"
"cy103_CD45neg_CD90neg_S154","Mal"
"cy103_CD45neg_CD90neg_S139","Mal"
"cy103_CD45neg_CD90neg_S153","Mal"
"cy103_CD45neg_CD90neg_S182","Mal"
"cy103_CD45neg_CD90neg_S133","Mal"
"cy103_CD45neg_CD90neg_S138","Mal"
"cy103_CD45neg_CD90neg_S161","Mal"
"cy103_CD45neg_CD90neg_S125","Mal"
"cy103_CD45neg_CD90neg_S141","Mal"
"cy103_CD45neg_CD90neg_S150","Mal"
"cy103_CD45neg_CD90neg_S123","Mal"
"cy103_CD45neg_CD90neg_S173","Mal"
"cy103_CD45neg_CD90neg_S172","Mal"
"cy103_CD45neg_CD90neg_S181","Mal"
"cy103_CD45neg_CD90neg_S135","Mal"
"cy103_CD45neg_CD90neg_S180","Mal"
"cy103_CD45neg_CD90neg_S122","Mal"
"cy103_CD45neg_CD90neg_S140","Mal"
"cy103_CD45neg_CD90neg_S119","Mal"
"cy103_CD45neg_CD90neg_S128","Mal"
"cy103_CD45neg_CD90neg_S99","Mal"
"cy103_CD45neg_CD90neg_S112","B.cell"
"cy103_CD45neg_CD90neg_S163","Mal"
"cy103_CD45neg_CD90neg_S178","Mal"
"cy103_CD45neg_CD90neg_S130","Mal"
"cy103_CD45neg_CD90neg_S168","Mal"
"cy103_CD45neg_CD90neg_S184","Mal"
"cy103_CD45neg_CD90neg_S100","Mal"
"cy103_CD45neg_CD90neg_S121","Mal"
"cy103_CD45neg_CD90neg_S189","Mal"
"cy103_CD45neg_CD90neg_S137","Mal"
"cy103_CD45neg_CD90neg_S136","Mal"
"cy103_CD45neg_CD90neg_S162","Mal"
"cy103_CD45neg_CD90neg_S109","Mal"
"cy103_CD45neg_CD90neg_S188","Mal"
"cy103_CD45neg_CD90neg_S145","Mal"
"cy103_CD45neg_CD90neg_S190","Mal"
"cy103_CD45neg_CD90neg_S152","Mal"
"cy103_CD45neg_CD90neg_S118","Mal"
"cy103_CD45neg_CD90neg_S165","Mal"
"cy103_CD45neg_CD90neg_S157","Mal"
"cy103_CD45neg_CD90neg_S114","Mal"
"cy103_CD45neg_CD90neg_S120","Mal"
"cy103_CD45neg_CD90neg_S159","Mal"
"cy103_CD45neg_CD90neg_S134","Mal"
"cy103_CD45neg_CD90neg_S115","Mal"
"cy103_CD45neg_CD90neg_S97","Mal"
"cy103_CD45neg_CD90neg_S105","Mal"
"cy103_CD45neg_CD90neg_S151","Mal"
"cy103_CD45neg_CD90neg_S143","Mal"
"cy103_CD45neg_CD90neg_S179","Mal"
"cy103_CD45neg_CD90neg_S186","Mal"
"cy103_CD45neg_CD90neg_S110","Mal"
"cy103_CD45neg_CD90neg_S155","Mal"
"cy103_CD45neg_CD90neg_S187","Mal"
"cy103_CD45neg_CD90neg_S127","Mal"
"cy103_CD45neg_CD90neg_S107","Mal"
"cy103_CD45neg_CD90neg_S101","Mal"
"cy103_CD45neg_CD90neg_S183","Mal"
"cy103_CD45neg_CD90neg_S111","Mal"
"cy103_CD45neg_CD90neg_S129","Mal"
"cy103_CD45neg_CD90neg_S170","Mal"
"cy103_CD45neg_CD90neg_S156","Mal"
"cy116_CD45pos_S343","T.cell"
"cy116_CD45pos_S311","T.cell"
"cy116_CD45pos_S312","T.cell"
"cy116_CD45pos_S346","T.cell"
"cy116_CD45pos_S289","Macrophage"
"cy116_CD45pos_S349","T.cell"
"cy116_CD45pos_S361","Macrophage"
"cy116_CD45pos_S341","T.cell"
"cy116_CD45pos_S344","T.cell"
"cy116_CD45pos_S315","T.cell"
"cy116_CD45pos_S326","T.cell"
"cy116_CD45pos_S338","T.cell"
"cy116_CD45pos_S308","T.cell"
"cy116_CD45pos_S364","T.cell"
"cy116_CD45pos_S367","T.cell"
"cy116_CD45pos_S336","B.cell"
"cy116_CD45pos_S345","T.cell"
"cy116_CD45pos_S339","T.cell"
"cy116_CD45pos_S365","B.cell"
"cy116_CD45pos_S360","T.cell"
"cy116_CD45pos_S350","T.cell"
"cy116_CD45pos_S358","T.cell"
"cy116_CD45pos_S324","T.cell"
"cy116_CD45pos_S329","T.cell"
"cy116_CD45pos_S371","Macrophage"
"cy116_CD45pos_S376","T.cell"
"cy116_CD45pos_S374","B.cell"
"cy116_CD45pos_S380","T.cell"
"cy116_CD45pos_S362","B.cell"
"cy116_CD45pos_S309","B.cell"
"cy116_CD45pos_S313","B.cell"
"cy116_CD45pos_S354","T.cell"
"cy116_CD45pos_S323","T.cell"
"cy116_CD45pos_S378","T.cell"
"cy116_CD45pos_S322","T.cell"
"cy116_CD45pos_S290","T.cell"
"cy116_CD45pos_S318","T.cell"
"cy116_CD45pos_S292","T.cell"
"cy116_CD45pos_S327","B.cell"
"cy116_CD45pos_S305","T.cell"
"cy116_CD45pos_S340","B.cell"
"cy116_CD45pos_S333","T.cell"
"cy116_CD45pos_S306","Macrophage"
"cy116_CD45pos_S347","T.cell"
"cy116_CD45pos_S296","T.cell"
"cy116_CD45pos_S359","T.cell"
"cy116_CD45pos_S357","T.cell"
"cy116_CD45pos_S303","B.cell"
"cy116_CD45pos_S363","T.cell"
"cy116_CD45pos_S332","B.cell"
"cy116_CD45neg_CD90neg_S244","T.cell"
"cy116_CD45pos_S293","T.cell"
"cy116_CD45pos_S379","T.cell"
"cy116_CD45pos_S301","T.cell"
"cy116_CD45pos_S297","B.cell"
"cy116_CD45pos_S334","T.cell"
"cy116_CD45pos_S351","B.cell"
"cy116_CD45pos_S307","T.cell"
"cy116_CD45pos_S352","T.cell"
"cy116_CD45pos_S331","T.cell"
"cy116_CD45pos_S310","T.cell"
"cy116_CD45pos_S294","T.cell"
"cy116_CD45pos_S302","T.cell"
"cy116_CD45pos_S300","T.cell"
"cy116_CD45pos_S321","T.cell"
"cy116_CD45pos_S356","T.cell"
"cy116_CD45pos_S304","B.cell"
"cy116_CD45pos_S295","T.cell"
"cy116_CD45pos_S366","T.cell"
"cy116_CD45pos_S372","B.cell"
"cy116_CD45pos_S291","T.cell"
"cy116_CD45pos_S298","T.cell"
"cy116_CD45pos_S370","B.cell"
"cy116_CD45pos_S316","B.cell"
"cy116_CD45pos_S373","T.cell"
"cy116_CD45pos_S320","B.cell"
"cy116_CD45pos_S382","T.cell"
"cy116_CD45pos_S355","T.cell"
"cy116_CD45pos_S377","T.cell"
"cy116_CD45pos_S319","T.cell"
"cy116_CD45pos_S325","T.cell"
"cy116_CD45pos_S383","T.cell"
"cy103_CD45pos_S225","B.cell"
"cy103_CD45neg_CD90neg_S60","Mal"
"cy103_CD45neg_CD90neg_S28","Mal"
"cy103_CD45neg_CD90neg_S68","Mal"
"cy103_CD45neg_CD90neg_S16","Mal"
"cy103_CD45pos_S282","B.cell"
"cy103_CD45neg_CD90neg_S18","Mal"
"cy103_CD45pos_S224","B.cell"
"cy103_CD45neg_CD90neg_S64","Mal"
"cy103_CD45pos_S195","Macrophage"
"cy103_CD45neg_CD90neg_S1","Mal"
"cy103_CD45neg_CD90neg_S30","Mal"
"cy103_CD45pos_S247","B.cell"
"cy103_CD45pos_S278","T.cell"
"cy103_CD45pos_S204","B.cell"
"cy103_CD45neg_CD90neg_S25","Mal"
"cy103_CD45pos_S222","T.cell"
"cy103_CD45pos_S220","T.cell"
"cy103_CD45pos_S265","T.cell"
"cy103_CD45neg_CD90neg_S77","Macrophage"
"cy103_CD45neg_CD90neg_S13","Mal"
"cy103_CD45pos_S196","T.cell"
"cy103_CD45pos_S268","B.cell"
"cy103_CD45neg_CD90neg_S27","B.cell"
"cy103_CD45neg_CD90neg_S35","Mal"
"cy103_CD45pos_S267","T.cell"
"cy103_CD45neg_CD90neg_S45","Mal"
"cy103_CD45neg_CD90neg_S52","Mal"
"cy103_CD45pos_S253","T.cell"
"cy103_CD45pos_S273","Macrophage"
"cy103_CD45pos_S245","T.cell"
"cy103_CD45pos_S260","B.cell"
"cy103_CD45pos_S199","B.cell"
"cy103_CD45pos_S230","B.cell"
"cy103_CD45pos_S249","T.cell"
"cy103_CD45pos_S250","B.cell"
"cy103_CD45pos_S248","T.cell"
"cy103_CD45neg_CD90neg_S24","Mal"
"cy103_CD45neg_CD90neg_S11","Mal"
"cy103_CD45neg_CD90neg_S87","Mal"
"cy103_CD45pos_S229","T.cell"
"cy103_CD45pos_S285","T.cell"
"cy103_CD45pos_S264","T.cell"
"cy103_CD45neg_CD90neg_S94","Mal"
"cy103_CD45neg_CD90neg_S57","Mal"
"cy103_CD45neg_CD90neg_S7","Mal"
"cy103_CD45neg_CD90neg_S49","Mal"
"cy103_CD45neg_CD90neg_S58","Endo."
"cy103_CD45neg_CD90neg_S20","Mal"
"cy103_CD45pos_S238","T.cell"
"cy103_CD45pos_S209","T.cell"
"cy103_CD45pos_S228","T.cell"
"cy103_CD45pos_S227","T.cell"
"cy103_CD45neg_CD90neg_S79","Mal"
"cy103_CD45neg_CD90neg_S88","Mal"
"cy103_CD45neg_CD90neg_S38","Mal"
"cy103_CD45pos_S275","T.cell"
"cy103_CD45pos_S244","Macrophage"
"cy103_CD45pos_S276","T.cell"
"cy103_CD45neg_CD90neg_S9","Mal"
"cy103_CD45neg_CD90neg_S61","Mal"
"cy103_CD45pos_S235","T.cell"
"cy103_CD45neg_CD90neg_S23","Mal"
"cy103_CD45pos_S252","T.cell"
"cy103_CD45neg_CD90neg_S78","Mal"
"cy103_CD45pos_S258","T.cell"
"cy103_CD45pos_S251","B.cell"
"cy103_CD45neg_CD90neg_S95","Mal"
"cy103_CD45pos_S274","Macrophage"
"cy103_CD45neg_CD90neg_S22","Mal"
"cy103_CD45neg_CD90neg_S51","Mal"
"cy103_CD45pos_S223","B.cell"
"cy103_CD45pos_S231","B.cell"
"cy103_CD45neg_CD90neg_S76","Mal"
"cy103_CD45pos_S226","T.cell"
"cy103_CD45neg_CD90neg_S80","Mal"
"cy103_CD45pos_S218","B.cell"
"cy103_CD45pos_S242","Macrophage"
"cy103_CD45pos_S233","B.cell"
"cy103_CD45neg_CD90neg_S43","Mal"
"cy103_CD45pos_S203","T.cell"
"cy103_CD45neg_CD90neg_S63","Mal"
"cy103_CD45pos_S239","B.cell"
"cy103_CD45pos_S234","B.cell"
"cy103_CD45pos_S279","T.cell"
"cy103_CD45pos_S283","T.cell"
"cy103_CD45neg_CD90neg_S69","B.cell"
"cy103_CD45pos_S217","B.cell"
"cy103_CD45neg_CD90neg_S73","Mal"
"cy103_CD45pos_S205","B.cell"
"cy103_CD45pos_S272","T.cell"
"cy103_CD45pos_S246","B.cell"
"cy103_CD45pos_S236","B.cell"
"cy103_CD45pos_S241","Macrophage"
"cy103_CD45neg_CD90neg_S72","Mal"
"cy103_CD45pos_S197","B.cell"
"cy103_CD45pos_S219","T.cell"
"cy103_CD45pos_S277","B.cell"
"cy103_CD45neg_CD90neg_S56","Mal"
"cy103_CD45pos_S256","B.cell"
"cy103_CD45neg_CD90neg_S42","Mal"
"cy103_CD45neg_CD90neg_S82","Mal"
"cy103_CD45neg_CD90neg_S3","Mal"
"cy103_CD45neg_CD90neg_S14","Mal"
"cy103_CD45neg_CD90neg_S19","Mal"
"cy103_CD45pos_S266","T.cell"
"cy103_CD45pos_S213","T.cell"
"cy103_CD45neg_CD90neg_S33","Mal"
"cy103_CD45pos_S200","B.cell"
"cy103_CD45neg_CD90neg_S75","Mal"
"cy103_CD45neg_CD90neg_S4","Mal"
"cy103_CD45neg_CD90neg_S47","Mal"
"cy103_CD45neg_CD90neg_S89","Mal"
"cy103_CD45pos_S216","T.cell"
"cy103_CD45pos_S254","B.cell"
"cy103_CD45neg_CD90neg_S26","Mal"
"cy103_CD45pos_S280","T.cell"
"cy103_CD45pos_S271","T.cell"
"cy103_CD45pos_S214","Macrophage"
"cy103_CD45neg_CD90neg_S90","Endo."
"cy103_CD45pos_S262","B.cell"
"cy103_CD45neg_CD90neg_S37","Mal"
"cy103_CD45pos_S201","B.cell"
"cy103_CD45neg_CD90neg_S36","Mal"
"cy103_CD45pos_S243","T.cell"
"cy103_CD45neg_CD90neg_S32","Mal"
"cy103_CD45pos_S194","T.cell"
"cy103_CD45pos_S232","T.cell"
"cy103_CD45pos_S198","B.cell"
"cy103_CD45pos_S259","T.cell"
"cy103_CD45neg_CD90neg_S39","Mal"
"cy103_CD45pos_S257","B.cell"
"cy103_CD45pos_S286","T.cell"
"cy103_CD45neg_CD90neg_S15","Mal"
"cy103_CD45pos_S221","B.cell"
"cy103_CD45neg_CD90neg_S70","Mal"
"cy103_CD45neg_CD90neg_S44","Mal"
"cy103_CD45pos_S270","T.cell"
"cy103_CD45pos_S215","T.cell"
"cy103_CD45neg_CD90neg_S50","Macrophage"
"cy103_CD45pos_S212","T.cell"
"cy103_CD45neg_CD90neg_S71","Mal"
"cy103_CD45pos_S193","B.cell"
"cy103_CD45pos_S206","B.cell"
"cy103_CD45neg_CD90neg_S85","Mal"
"cy103_CD45pos_S281","T.cell"
"cy103_CD45pos_S207","B.cell"
"cy103_CD45neg_CD90neg_S21","Mal"
"cy103_CD45neg_CD90neg_S55","Mal"
"cy103_CD45neg_CD90neg_S66","Mal"
"cy103_CD45neg_CD90neg_S54","Mal"
"cy103_CD45pos_S240","Macrophage"
"cy103_CD45neg_CD90neg_S46","Mal"
"cy103_CD45neg_CD90neg_S8","Mal"
"cy103_CD45pos_S255","B.cell"
"cy103_CD45neg_CD90neg_S81","Mal"
"cy103_CD45pos_S237","T.cell"
"cy103_CD45neg_CD90neg_S62","Mal"
"cy103_CD45neg_CD90neg_S67","Mal"
"cy103_CD45neg_CD90neg_S31","Mal"
"cy103_CD45neg_CD90neg_S12","Mal"
"cy103_CD45pos_S208","T.cell"
"cy103_CD45pos_S211","B.cell"
"CY116CD45neg_CD90neg_S284","Macrophage"
"CY116CD45neg_CD90neg_S196","T.cell"
"cy128_CD45pos_S174","B.cell"
"cy128_CD45pos_S185","T.cell"
"cy128_CD45pos_S156","B.cell"
"cy128_CD45pos_S122","B.cell"
"cy128_CD45neg_S250","Mal"
"cy128_CD45pos_S136","B.cell"
"cy128_CD45pos_S152","T.cell"
"cy128_CD45pos_S130","B.cell"
"cy128_CD45pos_S112","T.cell"
"cy128_CD45neg_S219","Mal"
"cy128_CD45neg_S255","Mal"
"cy128_CD45pos_S133","T.cell"
"cy128_CD45pos_S101","T.cell"
"cy128_CD45pos_S165","T.cell"
"cy128_CD45pos_S97","B.cell"
"cy128_CD45pos_S116","B.cell"
"cy128_CD45pos_S141","T.cell"
"cy128_CD45pos_S109","T.cell"
"cy128_CD45pos_S159","T.cell"
"cy128_CD45neg_S209","Mal"
"cy128_CD45neg_S194","Mal"
"cy128_CD45pos_S180","B.cell"
"cy128_CD45pos_S187","B.cell"
"cy128_CD45pos_S186","T.cell"
"cy128_CD45pos_S144","T.cell"
"cy128_CD45neg_S231","Mal"
"cy128_CD45pos_S150","T.cell"
"cy128_CD45neg_S275","Mal"
"cy128_CD45pos_S173","T.cell"
"cy128_CD45neg_S216","Mal"
"cy128_CD45pos_S179","T.cell"
"cy128_CD45pos_S125","T.cell"
"cy128_CD45neg_S256","Mal"
"cy128_CD45pos_S190","B.cell"
"cy128_CD45pos_S151","T.cell"
"cy128_CD45pos_S155","T.cell"
"cy128_CD45neg_S283","Mal"
"cy128_CD45neg_S196","Mal"
"cy128_CD45neg_S213","Mal"
"cy128_CD45neg_S281","Mal"
"cy128_CD45pos_S127","T.cell"
"cy128_CD45pos_S143","B.cell"
"cy128_CD45pos_S182","T.cell"
"cy128_CD45pos_S142","B.cell"
"cy128_CD45neg_S261","Mal"
"cy128_CD45neg_S193","Mal"
"cy128_CD45neg_S233","Mal"
"cy128_CD45neg_S277","Mal"
"cy128_CD45neg_S265","Mal"
"cy128_CD45neg_S200","Mal"
"cy128_CD45pos_S160","B.cell"
"cy128_CD45pos_S161","Macrophage"
"cy128_CD45pos_S138","B.cell"
"cy128_CD45neg_S229","Mal"
"cy128_CD45neg_S212","Mal"
"cy128_CD45pos_S172","B.cell"
"cy128_CD45pos_S134","T.cell"
"cy128_CD45neg_S232","Mal"
"cy128_CD45pos_S181","B.cell"
"cy128_CD45pos_S178","T.cell"
"cy128_CD45pos_S183","T.cell"
"cy128_CD45neg_S248","Mal"
"cy128_CD45pos_S140","T.cell"
"cy128_CD45pos_S147","Macrophage"
"cy128_CD45neg_S243","Mal"
"cy128_CD45pos_S171","B.cell"
"cy128_CD45pos_S117","T.cell"
"cy128_CD45pos_S114","T.cell"
"cy128_CD45pos_S176","T.cell"
"cy128_CD45pos_S164","T.cell"
"cy128_CD45neg_S253","Mal"
"cy128_CD45pos_S163","B.cell"
"cy128_CD45pos_S146","T.cell"
"cy128_CD45neg_S287","Mal"
"cy128_CD45pos_S177","T.cell"
"cy128_CD45pos_S149","T.cell"
"cy128_CD45pos_S145","T.cell"
"cy128_CD45neg_S236","Mal"
"cy128_CD45neg_S221","Mal"
"cy128_CD45neg_S220","Mal"
"cy128_CD45pos_S169","T.cell"
"cy128_CD45pos_S120","T.cell"
"cy128_CD45pos_S157","T.cell"
"cy128_CD45pos_S131","T.cell"
"cy128_CD45pos_S170","B.cell"
"cy128_CD45pos_S132","B.cell"
"cy128_CD45pos_S158","B.cell"
"cy128_CD45pos_S168","B.cell"
"cy128_CD45neg_S270","Mal"
