"","new_celltype"
"cy81_FNA_CD45_neg_H03_S1047_comb","Mal"
"Cy81_FNA_CD45_C07_S319_comb","Mal"
"Cy80_II_CD45_B10_S886_comb","Mal"
"cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_E08_S344_comb","CAF"
"cy79_p5_CD45_neg_PDL1_neg_G01_S841_comb","Mal"
"cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_H05_S185_comb","Mal"
"cy79_p5_CD45_neg_PDL1_pos_B05_S689_comb","Mal"
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_F01_S61_comb","Mal"
"cy79_p5_CD45_neg_PDL1_pos_C07_S703_comb","Mal"
"Cy81_FNA_CD45_F05_S353_comb","CAF"
"cy79_p4_CD45_neg_PDL1_pos_C01_S409_comb","Mal"
"CY89FNAQ2_A09_S393_comb","Mal"
"cy79_p4_CD45_neg_PDL1_pos_D10_S430_comb","Mal"
"cy81_Bulk_CD45_neg_E07_S151_comb","Mal"
"CY89COREQ1_C11_S323_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_G06_S366_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_B09_S45_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G10_S466_comb","T.cell"
"CY89A_CD45_POS_10_C12_S228_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G11_S467_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_C04_S316_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_G10_S658_comb","T.cell"
"cy80_CD45_neg_F02_S446_comb","T.cell"
"cy80_CD45_pos_PD1_pos_E05_S149_comb","T.cell"
"cy79_p4_CD45_neg_PDL1_neg_D09_S1101_comb","T.cell"
"CY89A_Core_15_E01_S49_comb","T.cell"
"cy82_CD45_pos_2_B09_S501_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D05_S233_comb","T.cell"
"CY89COREQ1_A02_S290_comb","T.cell"
"cy80_CD45_pos_PD1_pos_F11_S167_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_C10_S610_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G01_S265_comb","T.cell"
"CY89A_CD45_POS_10_B02_S206_comb","T.cell"
"CY89A_CD45_POS_10_H05_S281_comb","T.cell"
"cy80_CD45_neg_A09_S393_comb","T.cell"
"CY89COREQ1_A04_S292_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_C01_S601_comb","T.cell"
"CY89A_CD45_POS_6_B03_S111_comb","T.cell"
"CY89A_CD45_POS_10_G12_S276_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_A09_S297_comb","T.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G09_S561_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C08_S416_comb","T.cell"
"CY89COREQ1_E09_S345_comb","T.cell"
"CY89COREQ1_B07_S307_comb","T.cell"
"cy80_CD45_neg_H12_S480_comb","Macrophage"
"CY89A_CD45_POS_6_A07_S103_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H01_S277_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_B03_S303_comb","T.cell"
"CY89A_CD45_POS_10_A04_S196_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B10_S406_comb","T.cell"
"Cy81_FNA_CD45_D07_S235_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_G07_S367_comb","T.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_H08_S572_comb","T.cell"
"cy80_CD45_neg_C11_S419_comb","T.cell"
"cy80_CD45_pos_PD1_pos_G05_S173_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_C02_S218_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_C08_S224_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_E08_S632_comb","T.cell"
"cy80_CD45_pos_PD1_pos_E04_S148_comb","T.cell"
"CY89FNA_C01_S217_comb","T.cell"
"CY89COREQ1_H09_S381_comb","T.cell"
"CY89A_CD45_POS_6_C07_S127_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_B11_S47_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S189_H09_S189_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H10_S286_comb","T.cell"
"cy80_CD45_neg_E11_S443_comb","T.cell"
"CY89COREQ1_F11_S359_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_A04_S292_comb","T.cell"
"Cy81_FNA_CD45_A09_S201_comb","T.cell"
"CY89A_CD45_POS_6_B11_S119_comb","T.cell"
"Cy81_FNA_CD45_B12_S216_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_A05_S17_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F08_S452_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_C02_S62_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C01_S409_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_A04_S580_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S165_G09_S165_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S115_E07_S115_comb","NK"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_A08_S392_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_C07_S67_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_D12_S432_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H03_S279_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_F06_S642_comb","T.cell"
"cy80_CD45_pos_PD1_pos_F05_S161_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C04_S412_comb","T.cell"
"cy80_CD45_pos_PD1_pos_G01_S169_comb","T.cell"
"cy80_CD45_pos_PD1_pos_B11_S119_comb","T.cell"
"CY89A_CD45_POS_6_G11_S179_comb","T.cell"
"cy80_CD45_pos_PD1_pos_D12_S144_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_C11_S323_comb","T.cell"
"cy80_CD45_neg_B11_S407_comb","T.cell"
"CY89A_CD45_POS_6_F02_S158_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S196_A04_S196_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S120_E12_S120_comb","T.cell"
"CY89A_CD45_POS_6_H11_S191_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_B04_S592_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_F10_S646_comb","T.cell"
"CY89A_Core_15_F02_S62_comb","T.cell"
"cy80_CD45_pos_PD1_pos_H06_S186_comb","T.cell"
"Cy81_FNA_CD45_B04_S208_comb","T.cell"
"cy79_p3_CD45_pos_PD1_neg_E04_S148_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S272_D08_S272_comb","T.cell"
"CY89COREQ1_D09_S333_comb","T.cell"
"cy80_CD45_pos_PD1_pos_F03_S159_comb","T.cell"
"CY89A_Core_15_F11_S71_comb","T.cell"
"Cy81_FNA_CD45_G01_S265_comb","T.cell"
"Cy81_FNA_CD45_D02_S230_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_A03_S291_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S159_G03_S159_comb","NK"
"cy82_CD45_pos_2_G03_S555_comb","T.cell"
"CY89A_Core_15_H06_S90_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_D08_S332_comb","T.cell"
"cy80_CD45_pos_PD1_pos_B07_S115_comb","T.cell"
"cy80_CD45_pos_PD1_pos_G10_S178_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_D02_S614_comb","T.cell"
"CY89FNA_G11_S275_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C11_S419_comb","T.cell"
"cy80_CD45_pos_PD1_pos_G07_S175_comb","T.cell"
"CY89A_Core_15_C07_S31_comb","T.cell"
"Cy81_FNA_CD45_F01_S253_comb","Mal"
"cy80_Cd45_pos_PD1_pos_S138_F06_S138_comb","T.cell"
"CY89A_CD45_POS_6_B12_S120_comb","T.cell"
"CY89COREQ1_F09_S357_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_A07_S583_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G08_S272_comb","T.cell"
"cy80_CD45_pos_PD1_pos_F07_S163_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S191_H11_S191_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S192_H12_S192_comb","T.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E11_S539_comb","T.cell"
"CY89A_CD45_POS_6_D03_S135_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_G04_S652_comb","T.cell"
"cy82_CD45_pos_3_G08_S80_comb","T.cell"
"CY89FNA_D02_S230_comb","T.cell"
"cy80_CD45_neg_F06_S450_comb","Macrophage"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B02_S398_comb","T.cell"
"cy80_CD45_pos_PD1_pos_E02_S146_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S251_C11_S251_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_C11_S611_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F04_S448_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S162_G06_S162_comb","T.cell"
"CY89A_Core_15_C10_S34_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_D02_S326_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_G08_S368_comb","T.cell"
"CY89COREQ1_H07_S379_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_C10_S226_comb","T.cell"
"CY89A_CD45_POS_10_A06_S198_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_F08_S644_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_F12_S648_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_D02_S86_comb","T.cell"
"CY89A_CD45_POS_6_F10_S166_comb","T.cell"
"CY89A_Core_15_B06_S18_comb","T.cell"
"CY89A_CD45_POS_6_G10_S178_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S157_G01_S157_comb","T.cell"
"cy80_CD45_neg_B06_S402_comb","Macrophage"
"cy79_p4_CD45_pos_PD1_pos_A10_S298_comb","T.cell"
"Cy81_FNA_CD45_A02_S194_comb","T.cell"
"cy80_CD45_neg_G12_S468_comb","T.cell"
"cy80_CD45_neg_A07_S391_comb","T.cell"
"Cy81_FNA_CD45_H12_S288_comb","Macrophage"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G09_S273_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_H02_S662_comb","T.cell"
"Cy81_FNA_CD45_A06_S198_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H05_S281_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_F06_S354_comb","T.cell"
"Cy81_FNA_CD45_A03_S195_comb","T.cell"
"Cy81_FNA_CD45_G02_S266_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B06_S210_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S194_A02_S194_comb","T.cell"
"Cy81_FNA_CD45_D11_S239_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S161_G05_S161_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_B06_S42_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_E09_S633_comb","T.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C03_S507_comb","T.cell"
"cy80_CD45_pos_PD1_pos_B12_S120_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S182_H02_S182_comb","T.cell"
"CY89A_Core_15_G05_S77_comb","T.cell"
"CY89A_CD45_POS_6_C08_S128_comb","T.cell"
"Cy81_FNA_CD45_C06_S222_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D07_S235_comb","T.cell"
"cy80_CD45_neg_A05_S389_comb","T.cell"
"cy80_CD45_neg_D03_S423_comb","T.cell"
"cy82_CD45_pos_2_A07_S487_comb","T.cell"
"CY89A_CD45_POS_6_G02_S170_comb","T.cell"
"CY89A_Core_15_G06_S78_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F09_S453_comb","T.cell"
"cy80_CD45_pos_PD1_pos_A06_S102_comb","T.cell"
"CY89A_CD45_POS_10_H07_S283_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S137_F05_S137_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_E09_S345_comb","T.cell"
"cy80_CD45_pos_PD1_pos_H03_S183_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S340_G04_S340_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_G05_S653_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S224_B08_S224_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_H07_S667_comb","T.cell"
"CY89A_CD45_POS_6_B08_S116_comb","T.cell"
"CY89A_CD45_POS_6_B02_S110_comb","T.cell"
"CY89A_CD45_POS_6_G03_S171_comb","T.cell"
"Cy81_FNA_CD45_B08_S212_comb","T.cell"
"cy79_p3_CD45_pos_PD1_neg_F09_S165_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_A09_S21_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_D03_S615_comb","T.cell"
"cy82_CD45_pos_2_A05_S485_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G11_S275_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S135_F03_S135_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_A10_S202_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_C07_S223_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F10_S262_comb","T.cell"
"CY89A_Core_15_C08_S32_comb","T.cell"
"CY89A_Core_15_C09_S33_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_B01_S37_comb","T.cell"
"cy80_CD45_neg_E04_S436_comb","T.cell"
"CY89A_CD45_POS_6_D02_S134_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_C07_S607_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S140_F08_S140_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_E07_S343_comb","T.cell"
"cy82_CD45_pos_1_F08_S548_comb","T.cell"
"cy80_CD45_neg_H03_S471_comb","T.cell"
"cy80_CD45_neg_G01_S457_comb","T.cell"
"CY89A_Core_15_H12_S96_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B08_S404_comb","T.cell"
"CY89A_CD45_POS_6_D10_S142_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_F01_S349_comb","T.cell"
"cy80_CD45_neg_C12_S420_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_B07_S43_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_C10_S322_comb","T.cell"
"CY89COREQ1_B04_S304_comb","T.cell"
"cy80_CD45_neg_A12_S396_comb","T.cell"
"CY89FNA_A02_S194_comb","T.cell"
"CY89A_Core_15_B05_S17_comb","T.cell"
"Cy81_FNA_CD45_C11_S227_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S265_D01_S265_comb","T.cell"
"CY89COREQ1_C03_S315_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F12_S456_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B09_S213_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B12_S408_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_G12_S660_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_E04_S628_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_B08_S596_comb","T.cell"
"CY89COREQ1_D01_S325_comb","T.cell"
"cy80_CD45_neg_F04_S448_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S364_H04_S364_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_F04_S352_comb","T.cell"
"CY89COREQ1_D03_S327_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S190_H10_S190_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H12_S288_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_H06_S666_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_F02_S638_comb","T.cell"
"Cy81_FNA_CD45_F04_S256_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_G05_S365_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G04_S460_comb","T.cell"
"CY89A_Core_15_A01_S1_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B01_S397_comb","T.cell"
"CY89COREQ1_E02_S338_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E01_S433_comb","T.cell"
"CY89A_Core_15_G07_S79_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S337_G01_S337_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_G02_S362_comb","T.cell"
"CY89FNA_G10_S274_comb","T.cell"
"CY89A_CD45_POS_6_D04_S136_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B03_S399_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B08_S212_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B02_S206_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C10_S418_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_D11_S95_comb","T.cell"
"CY89COREQ1_D10_S334_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_A06_S18_comb","T.cell"
"Cy81_FNA_CD45_A07_S199_comb","T.cell"
"CY89FNA_C08_S224_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_D02_S422_comb","T.cell"
"CY89A_CD45_POS_10_G06_S270_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_F02_S350_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S243_C03_S243_comb","T.cell"
"cy82_CD45_pos_1_H09_S573_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_A07_S19_comb","T.cell"
"cy80_CD45_pos_PD1_pos_C03_S123_comb","T.cell"
"CY89A_Core_15_G01_S73_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S226_B10_S226_comb","T.cell"
"cy80_CD45_pos_PD1_pos_F04_S160_comb","NK"
"cy80_Cd45_pos_PD1_pos_S166_G10_S166_comb","T.cell"
"cy80_CD45_neg_A11_S395_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F09_S261_comb","T.cell"
"CY89FNA_D07_S235_comb","T.cell"
"cy80_CD45_pos_PD1_pos_D02_S134_comb","T.cell"
"CY89COREQ1_D11_S335_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S225_B09_S225_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_D04_S616_comb","T.cell"
"CY89A_CD45_POS_10_A10_S202_comb","T.cell"
"cy80_CD45_pos_PD1_pos_C01_S121_comb","T.cell"
"cy82_CD45_pos_2_A12_S492_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_G08_S656_comb","T.cell"
"CY89FNA_G02_S266_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S144_F12_S144_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_D06_S330_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_E10_S634_comb","T.cell"
"CY89A_Core_15_F12_S72_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D08_S236_comb","T.cell"
"Cy81_FNA_CD45_C02_S218_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F05_S257_comb","T.cell"
"cy82_CD45_pos_2_B02_S494_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F03_S447_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F10_S454_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H07_S283_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F03_S255_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_E01_S625_comb","T.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_H10_S574_comb","T.cell"
"CY89FNA_A01_S193_comb","T.cell"
"CY89A_Core_15_G11_S83_comb","T.cell"
"cy80_CD45_neg_H07_S475_comb","T.cell"
"Cy81_FNA_CD45_A05_S197_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S142_F10_S142_comb","T.cell"
"cy80_CD45_pos_PD1_pos_F01_S157_comb","T.cell"
"Cy81_FNA_CD45_A08_S200_comb","T.cell"
"cy80_CD45_pos_PD1_pos_H07_S187_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_G03_S363_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E05_S437_comb","T.cell"
"cy80_CD45_pos_PD1_pos_C05_S125_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_F03_S639_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_E01_S337_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E08_S440_comb","T.cell"
"CY89COREQ1_A08_S296_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_F03_S351_comb","B.cell"
"cy80_CD45_pos_PD1_pos_C12_S132_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E07_S439_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_G12_S372_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S110_E02_S110_comb","T.cell"
"cy80_CD45_neg_C05_S413_comb","T.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_D02_S518_comb","T.cell"
"Cy81_FNA_CD45_F10_S262_comb","T.cell"
"cy80_CD45_pos_PD1_pos_B09_S117_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_C11_S71_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_H03_S375_comb","T.cell"
"Cy81_FNA_CD45_B01_S205_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_B01_S589_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_D09_S93_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_C01_S217_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_B08_S44_comb","T.cell"
"cy79_p4_CD45_neg_PDL1_pos_B05_S401_comb","T.cell"
"CY89A_CD45_POS_10_H04_S280_comb","T.cell"
"cy79_p3_CD45_pos_PD1_neg_C09_S129_comb","T.cell"
"CY89COREQ1_D06_S330_comb","T.cell"
"Cy81_FNA_CD45_B02_S206_comb","T.cell"
"cy80_CD45_pos_PD1_pos_H09_S189_comb","T.cell"
"CY89A_Core_15_G10_S82_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S184_H04_S184_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S290_E02_S290_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_B12_S48_comb","T.cell"
"Cy81_FNA_CD45_H02_S278_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_D06_S618_comb","T.cell"
"CY89A_CD45_POS_6_C02_S122_comb","T.cell"
"cy80_CD45_pos_PD1_pos_B03_S111_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_A10_S394_comb","T.cell"
"cy80_CD45_pos_PD1_pos_E10_S154_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_C05_S605_comb","T.cell"
"CY89A_CD45_POS_6_B10_S118_comb","T.cell"
"CY89COREQ1_C04_S316_comb","T.cell"
"CY89A_Core_15_F01_S61_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D11_S239_comb","T.cell"
"cy80_CD45_pos_PD1_pos_B05_S113_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G12_S468_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_D01_S613_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S160_G04_S160_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_F12_S360_comb","T.cell"
"CY89A_CD45_POS_6_E10_S154_comb","T.cell"
"cy80_CD45_pos_PD1_pos_C11_S131_comb","T.cell"
"cy80_CD45_pos_PD1_pos_C06_S126_comb","T.cell"
"CY89FNA_B10_S214_comb","T.cell"
"cy82_CD45_pos_2_F09_S549_comb","T.cell"
"cy82_CD45_pos_3_H10_S94_comb","T.cell"
"cy80_CD45_neg_D04_S424_comb","T.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B06_S498_comb","T.cell"
"CY89A_CD45_POS_6_B06_S114_comb","T.cell"
"CY89A_Core_15_C02_S26_comb","T.cell"
"CY89A_CD45_POS_10_G02_S266_comb","T.cell"
"CY89A_CD45_POS_6_H08_S188_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_H07_S379_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_C09_S321_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S183_H03_S183_comb","T.cell"
"Cy81_FNA_CD45_F03_S255_comb","NK"
"cy80_CD45_pos_PD1_pos_H12_S192_comb","T.cell"
"CY89COREQ1_A12_S300_comb","T.cell"
"cy82_CD45_pos_1_G10_S562_comb","T.cell"
"CY89A_Core_15_H07_S91_comb","T.cell"
"CY89A_CD45_POS_6_C06_S126_comb","T.cell"
"CY89FNA_F05_S257_comb","T.cell"
"CY89COREQ1_B12_S312_comb","T.cell"
"CY89A_CD45_POS_10_B12_S216_comb","T.cell"
"cy80_CD45_neg_E10_S442_comb","T.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_F07_S547_comb","T.cell"
"Cy81_FNA_CD45_C03_S219_comb","T.cell"
"CY89A_Core_15_A11_S11_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D02_S230_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_E06_S630_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_B10_S598_comb","T.cell"
"Cy81_FNA_CD45_E05_S245_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G01_S457_comb","T.cell"
"cy80_CD45_pos_PD1_pos_G08_S176_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G06_S270_comb","T.cell"
"CY89COREQ1_B11_S311_comb","T.cell"
"CY89A_CD45_POS_6_F08_S164_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_E11_S347_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_A03_S579_comb","T.cell"
"cy80_CD45_pos_PD1_pos_E11_S155_comb","T.cell"
"cy80_CD45_neg_C04_S412_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S187_H07_S187_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_F10_S358_comb","T.cell"
