,Astro,Endo,High Intronic,Micro,Oligo,PVALB,SST,Smc,VIP,eL2/3,eL4,eL5,eL6
x4534y10550,0,0,0,0,0.0582761843717905,0,0,0.10719931096601,0,0.731661710343733,0,0,0.102862794318466
x5034y10550,0.0250787387708385,0.235485832401582,0,0.0356887485098582,0,0.0922237941709245,0.0309086124381137,0,0,0.329046458649158,0.251567815059525,0,0
x5534y10550,0.283694102202711,0.233841069735156,0.0521863418866664,0,0.0944754279955942,0.0657292727576188,0,0,0,0.270073785422254,0,0,0
x6034y10550,0,0.22879470771695,0,0,0,0.224812522899921,0,0.148720512379798,0.160830917573679,0.236841339429652,0,0,0
x6534y10550,0.0494460545486662,0.0421487203804079,0.167895544937355,0.173153584320539,0,0.10414297981583,0.202368189507637,0.00536175875038118,0,0.255483167739184,0,0,0
x7034y10550,0,0,0.279535437081578,0.111650199460673,0.0421404829395946,0,0,0,0.208077316156569,0.358596564361585,0,0,0
x7534y10550,0.105667892120692,0.109510082643296,0.211175093956212,0.390058956360593,0.010377003238961,0.0622466753387495,0.0209381009305923,0,0,0,0.0900261954109037,0,0
x8034y10550,0,0.0498415034059045,0.0926127495639165,0,0.0732052322709374,0.122655038650214,0,0,0,0.661685476109028,0,0,0
x8534y10550,0,0.0821250156637407,0,0,0,0.162824901091223,0,0.0574594881243449,0.587935312315664,0,0.109655282805027,0,0
x9034y10550,0,0.345684258167968,0.258245170019799,0.043600713524763,0,0.324652862819072,0,0.0278169954683983,0,0,0,0,0
x9534y10550,0,0.092915112850021,0,0.0405244809164461,0,0.0345636328941344,0.0288606183895538,0,0.22313566326775,0.580000491682095,0,0,0
x10034y10550,0,0,0,0,0.0295029620604419,0.0571939605924926,0,0,0.213286859742538,0.700016217604527,0,0,0
x10534y10550,0.117511266053803,0,0.0609697475333998,0,0,0,0,0,0,0.688147075791883,0,0.0398812495343863,0.0934906610865282
x34y11050,0.166988082234102,0,0.135495240375472,0.0755399220139532,0.082829055211276,0,0,0,0.0508548754422637,0.153523099507598,0.334769725215335,0,0
x534y11050,0,0,0.211909688294074,0.150848913186113,0,0,0,0.0841209806750819,0,0,0.463383338223276,0,0.0897370796214553
x1034y11050,0.0100233062920409,0,0,0.0227362017221028,0.0206343245626112,0,0.00616321809788,0.10775592783867,0,0.192275346004358,0.640411675482338,0,0
x1534y11050,0.0515451413188621,0,0.276717232908896,0.0545324447691514,0.0482006175082174,0.0178041773547565,0,0,0,0.0926740694028919,0.458526316737225,0,0
x2034y11050,0,0,0.403127491542023,0.224996682793345,0.0044569577071011,0.0580683141850875,0,0,0.0498367618442915,0,0.259513791928153,0,0
x2534y11050,0.0211092923659688,0,0.698689348671638,0.143443645791343,0.0316950093657124,0,0.0605192293488218,0.0445434744565164,0,0,0,0,0
x3034y11050,0.141962922454549,0,0.427125158653041,0.0281810912879772,0,0,0,0.0495740161593721,0.0747421644018851,0,0.278414647043175,0,0
x3534y11050,0.173444029497584,0,0.262059526862345,0.136746329837722,0.00858697908382694,0,0,0.159344998418227,0,0,0.166538080837842,0.093280055462453,0
x4534y11050,0,0.0555686931322524,0,0,0,0.265493917479724,0.186309902185725,0.221857230195954,0,0.270770257006344,0,0,0
x5034y11050,0.243413358427821,0.399940086699612,0.158369283010708,0,0,0.0260126363139912,0,0.0895444585746706,0,0,0,0,0.0827201769731967
x5534y11050,0,0,0.0769934193525027,0,0,0,0,0.14108246676849,0.178992707965288,0.602931405913719,0,0,0
x6034y11050,0.00443301860891237,0,0,0.174336883138067,0.0527435682112176,0,0.00462766356317784,0,0,0.6455083775312,0.118350488947426,0,0
x6534y11050,0,0.0913818511345683,0.201389798359317,0,0,0.185034812265012,0,0.0124675691117312,0.171569548110593,0.338156421018778,0,0,0
x7034y11050,0,0.0177280047201732,0,0.195699041360531,0,0,0,0.0190182332289932,0.449363947565034,0.318190773125269,0,0,0
x7534y11050,0,0,0,0.124840100692659,0,0,0.0116172388103393,0.168993642293333,0.169764374126178,0.524784644077491,0,0,0
x8034y11050,0,0,0.124574419901498,0,0,0.0310287073370018,0.0637721947121954,0,0.120243772587424,0.660380905461881,0,0,0
x8534y11050,0,0.0143131357832751,0,0.0382742131919047,0,0.0466047035037658,0,0,0.212723827977662,0.459070583163327,0.229013536380066,0,0
x9034y11050,0.130593077915951,0,0,0,0,0.401447617579899,0,0.0868160197809245,0.132371593539902,0.120533408736397,0,0,0.128238282446926
x9534y11050,0.0559493953883475,0.169922365627443,0,0.058993638537541,0,0,0.0284140144240449,0.165600975943779,0,0.406902095587096,0,0,0.114217514491749
x10034y11050,0.326265669712666,0.0648348323826485,0,0,0,0.150260457904127,0,0.0137270009414628,0.102969323756573,0.341942715302524,0,0,0
x10534y11050,0,0,0,0,0,0,0.711906634258678,0.0234747125701093,0.0607213653855588,0.0737268195096022,0.105645715212968,0,0.0245247530630839
x34y11550,0.013016649221498,0,0.145121825639219,0.0215662657400893,0,0,0.0632512146453792,0.0387769037447305,0.00638453205505335,0.469076281827163,0.242806327126867,0,0
x534y11550,0,0.0234033174147571,0,0.0494679883267299,0.0265668247132737,0.378651554610985,0,0,0.113348248658135,0.13439768726623,0.274164379009889,0,0
x1034y11550,0,0.0129026663345462,0.137866542519876,0,0.0934970949936841,0.0648914629817714,0,0.0366506658815126,0,0.318727848792705,0.335463718495904,0,0
x1534y11550,0.218232093449326,0,0.189778103781138,0,0.0943205160654672,0.038219620604869,0,0.014689056242683,0,0.071574055061883,0.373186554794634,0,0
x2034y11550,0.0507774314309839,0,0,0.119604694362927,0,0,0,0,0.132013394531452,0,0.697604479674637,0,0
x2534y11550,0.0291863761354429,0.118486462180169,0.634763609028303,0,0.0547744253467346,0.077394139926888,0,0,0,0.0853949873824621,0,0,0
x3034y11550,0.0295103348947757,0,0.376044840299284,0.0917719508960007,0.0405976175229063,0,0,0.0406552954502615,0,0,0.421419960936772,0,0
x3534y11550,0,0,0.495750078872077,0.10352123908185,0,0.0121647728463435,0,0,0,0.0649410303251465,0.323622878874583,0,0
x4534y11550,0,0.0453347905257721,0,0,0,0.115008228837801,0,0.0479003993345321,0,0.584323830465654,0.20743275083624,0,0
x5034y11550,0,0.194600982419875,0,0.144624861701173,0,0.184488094306941,0,0.165283751728332,0,0,0.311002309843679,0,0
x5534y11550,0,0,0.224938701024261,0.182300558344569,0,0,0.135680920478656,0,0,0.457079820152514,0,0,0
x6034y11550,0,0,0.12493275864624,0,0.055574768182087,0.0502354263876614,0.0279716425643121,0,0.116798169775544,0.624487234444155,0,0,0
x6534y11550,0,0.0150364028947178,0.237535564618151,0.0607666780502938,0.140739504199623,0,0,0,0.167353789440428,0.248846017013797,0.129722043782989,0,0
x7034y11550,0,0.0539040530298654,0,0.178301610019156,0,0.263419997129671,0,0,0.218306068699942,0.286068271121366,0,0,0
x8034y11550,0,0,0.0596923945936988,0.0531337052326193,0.0821765571029994,0,0,0,0.0390488997866836,0.765948443283999,0,0,0
x8534y11550,0,0.0430586391370614,0,0,0.0377192366781217,0,0,0.0859379047960524,0.251743931224498,0.408784048217728,0.172756239946538,0,0
x9034y11550,0.0713417372748871,0,0,0,0,0.13099708904314,0,0.242361440125,0.331688696693697,0.200963764571183,0.0226472722920922,0,0
x9534y11550,0.294047384799304,0,0,0,0,0.0253933294221171,0,0.414930789354646,0.107870501404556,0.157757995019376,0,0,0
x10034y11550,0,0,0,0.109017527521563,0,0.214516991635429,0,0.0988558623405259,0.125519241764097,0.370839508676141,0.0812508680622448,0,0
x10534y11550,0,0.118746672093524,0,0,0,0,0,0.183308087712772,0.0620257154787694,0.483924200023838,0,0.151995324691097,0
x34y12050,0,0.0962640109041214,0.121990471356226,0,0.0216968574038515,0.100021744988976,0,0.00929153272931312,0.197163980178801,0.409169499464735,0,0.0444019029739755,0
x534y12050,0,0,0.0809434745117711,0.0224095445893419,0.0760488171816077,0,0,0.0221063988872652,0.341740527738957,0.456751237091057,0,0,0
x1034y12050,0,0,0,0,0.0120908284271851,0,0,0.189642162453182,0.426839228025031,0.209600654049759,0.161827127044842,0,0
x1534y12050,0,0,0,0.0307260821098422,0.00192827408225085,0,0,0.0532953516405846,0.125281069323689,0.406966116648927,0.381803106194706,0,0
x2034y12050,0.0788625926388557,0,0.0503851697683427,0.0668225135171792,0.0454116771505764,0.0988975889129278,0,0.0784472415677561,0,0.230586057333234,0.350587159111128,0,0
x2534y12050,0,0,0,0.0834399409242242,0.0053070478006127,0.0844556702315741,0,0.110997993512133,0.0657009231491129,0.155967236589199,0.494131187793144,0,0
x3034y12050,0.090123749660859,0.0501830379545776,0.272728264892103,0.0932030501821149,0.00290181196723531,0,0,0,0.093061078700443,0.0661476171982839,0.331651389444383,0,0
x3534y12050,0.133272590993128,0,0.622435153901198,0,0.00263792345240664,0,0.205372457069922,0,0,0.0362818745833448,0,0,0
x4534y12050,0,0,0,0.152872173381559,0.0727437079325652,0,0,0.119083011401927,0.151471604672878,0.50382950261107,0,0,0
x5034y12050,0,0.559730024061915,0.0848907243001679,0,0,0.071144039871702,0,0.0576362324170064,0,0.226598979349208,0,0,0
x5534y12050,0.607054405638531,0,0,0,0,0.0592207443602948,0,0.0737030835011929,0.0177187646960255,0.242303001803956,0,0,0
x6034y12050,0,0.0403921588227447,0,0.0372652923683958,0.0127038208892507,0,0.165543303364969,0,0.390192958086912,0.264428324950316,0.0570661462686556,0,0.0324079952487554
x6534y12050,0,0,0,0.0401148540865122,0.108888288627374,0,0,0,0.00507404221992037,0.641891976205037,0.204030838861156,0,0
x7034y12050,0,0.0157324676714182,0.0445035195554073,0.164248162835942,0.0179974263296397,0,0,0.0942387656851187,0.211047929162551,0.452231728759923,0,0,0
x8034y12050,0,0,0,0.0871269542184694,0,0,0,0.162155150529783,0.284265438570472,0.466452456681276,0,0,0
x8534y12050,0,0.18892269317098,0,0.0487522768652762,0.0176256077089149,0,0.0568979214145882,0,0.267528185114307,0.420273315725933,0,0,0
x9034y12050,0,0.0383735348885638,0.127424783534839,0.163488349063231,0,0,0,0.0122440682925196,0.191319855689213,0.467149408531634,0,0,0
x9534y12050,0,0,0,0.0786363055278838,0,0,0.106880156579173,0.043146253820494,0.155086384716212,0.616250899356236,0,0,0
x10034y12050,0.289390775503818,0.0961579511000123,0,0,0,0.0189686263087172,0,0,0.266689975937311,0.264729457311417,0.0640632138387244,0,0
x10534y12050,0,0,0,0,0,0,0.161634891245818,0.134212815021616,0.0965127592247531,0.607639534507813,0,0,0
x34y12550,0,0.0946410727360409,0.11299425734226,0,0.114413409933324,0,0,0.120987114219401,0,0.556964145768975,0,0,0
x534y12550,0.0977105624109189,0.0189705640004524,0,0.0974340268286069,0.063329303861489,0,0,0.0461171631547075,0.166121335097984,0.268455053489467,0.241861991156374,0,0
x1034y12550,0.582824702045206,0,0,0.131589920595141,0,0,0,0.148507018499473,0,0.13707835886018,0,0,0
x1534y12550,0.224079999282769,0.0567721232091608,0,0,0.0462611250338283,0.17141575954885,0,0.110930249520804,0.223907398657396,0.166633344747192,0,0,0
x2034y12550,0.222387217537177,0,0,0,0,0,0.00520353424787947,0.102749374239811,0,0.528018588620686,0.141641285354446,0,0
x2534y12550,0.044001661660731,0,0,0.0220492167810918,0,0,0.216355426679312,0.0712915765648521,0.213241356796774,0.172614382450344,0.260446379066895,0,0
x3034y12550,0,0,0,0,0.254107058249061,0,0,0.0375594726077298,0.0831098964041313,0.3298261594162,0.295397413322878,0,0
x3534y12550,0.132406005853492,0.0276386763727094,0.119093653564114,0,0.014814596545878,0.0885997051903191,0.0289894820788358,0.38436405377568,0.0198858665710634,0.0886937257692212,0.0955142342786868,0,0
x4534y12550,0,0,0.262340258522697,0,0.116135042646028,0,0.0869449828800706,0,0.197706212096904,0.250337895626392,0,0,0.0865356082279089
x5034y12550,0.00721532023436943,0.422405332191751,0,0.294969581908,0,0.0972757482530656,0,0.0712084296872523,0,0.106925587725561,0,0,0
x5534y12550,0,0.0385190197357007,0,0,0.0506282259988543,0.0719470301970194,0.162253571034729,0.0144397418866011,0.19855564930125,0.329974535535143,0.133682226310703,0,0
x6034y12550,0,0,0,0,0,0,0.23610253068169,0.0570368406188866,0.359562886843836,0.347297741855588,0,0,0
x6534y12550,0,0,0,0,0,0.0900340175318663,0.0395529383687537,0.135832462218856,0.164928535754856,0.569652046125668,0,0,0
x7034y12550,0,0,0,0.0823198083966472,0.083391667255845,0,0,0,0.0588744565577076,0.7754140677898,0,0,0
x7534y12550,0,0,0,0,0.00158542769568024,0.0490521134917509,0,0.0877364497217961,0.109674450479386,0.751951558611386,0,0,0
x8034y12550,0.144705332404189,0,0,0.0361185555381018,0,0,0,0.140279772403675,0.240624636547828,0.312374080987196,0.12589762211901,0,0
x8534y12550,0,0.0493871095043053,0.0923473089211175,0.0542039274229375,0,0,0,0.0617031475528449,0.139198064759545,0.60316044183925,0,0,0
x9034y12550,0.159195125551197,0.0171299553045199,0,0.284807127777923,0.0153164734293288,0,0,0,0.198337953917087,0.325213364019944,0,0,0
x10034y12550,0,0.107044186782104,0,0,0.00912306828606731,0.046691585157525,0,0.0674810247654457,0.27351779543472,0.496142339574138,0,0,0
x10534y12550,0.0304860342498094,0,0,0.0694376008052323,0,0.23150800593126,0,0,0.165058021682585,0.503510337331113,0,0,0
x34y13050,0.251282494720549,0.0485089105374778,0,0,0.0510492823247872,0,0.143916998320843,0,0,0.365258275379949,0,0.139984038716395,0
x534y13050,0.0242654058193297,0.0103487672111078,0,0,0,0.428494220468266,0,0.0776515249111507,0.271821623164692,0.187418458425453,0,0,0
x1034y13050,0,0.067437315371496,0,0.081245848504004,0.109098578107556,0,0.0208240281111597,0.136927899693996,0,0.584466330211788,0,0,0
x1534y13050,0.0637544872333734,0.109267106031727,0.0611421871875676,0,0,0,0,0.296078028258956,0.0813284235899237,0.246595741247522,0.14183402645093,0,0
x2034y13050,0.0205619613051461,0,0,0,0.0223408486251786,0.0628110676933543,0,0.132795560258633,0,0.502891236605074,0.258599325512614,0,0
x2534y13050,0.164055768739381,0,0,0,0.0296282300908474,0.0128542483139983,0,0.210338344148169,0,0.306937280014632,0.276186128692972,0,0
x3034y13050,0.0600423222975633,0,0,0,0.0605784960523802,0,0,0.183089300266814,0.159192055202317,0.378694546881881,0.158403279299045,0,0
x3534y13050,0,0,0,0.492579698487041,0.107409975065559,0,0,0.0561800802909857,0.0237731560918,0.320057090064613,0,0,0
x4534y13050,0,0,0,0.175430084228677,0,0,0,0,0,0.615248260085553,0.209321655685769,0,0
x5034y13050,0.15483441590081,0.133747173061826,0,0.260150932597508,0.0373084819132197,0,0,0.0204542585786272,0.0411376300773674,0.352367107870642,0,0,0
x5534y13050,0,0.13981885946784,0,0.284506291840079,0,0,0,0.084587818781042,0.0604991628375281,0.187630212688377,0.242957654385133,0,0
x6034y13050,0.156855107767013,0,0,0.514284418350679,0,0.0448463005925946,0,0,0,0.284014173289714,0,0,0
x6534y13050,0.248025650436042,0,0.0429104325002875,0.232650941535319,0.0404935143448673,0,0,0,0.111665514029988,0.324253947153496,0,0,0
x7034y13050,0,0.239867464792733,0,0,0,0,0,0.26778659375292,0,0.492345941454347,0,0,0
x7534y13050,0.790657275804792,0.0377004634548885,0,0,0,0.0534876759661204,0,0,0,0.1181545847742,0,0,0
x8034y13050,0.318660005400355,0.359280762791596,0,0,0,0,0,0,0,0.322059231808049,0,0,0
x8534y13050,0.49235256239485,0.0249765700248111,0,0.277354604670525,0,0,0,0,0.0599949695081985,0,0,0.0735388980626105,0.0717823953390053
x10034y13050,0.272505446132139,0.286055543257573,0.0755529249165996,0,0,0.0412727244332754,0,0.0513781673214563,0.042335068585363,0,0,0,0.230900125353594
x10534y13050,0,0.393802949399065,0,0.193914197860275,0.141600976918658,0,0.0574440659445483,0,0.213237809877454,0,0,0,0
x34y13550,0.0142965517147312,0,0,0.0168482413760191,0,0,0,0.0100456714039129,0.958809535505337,0,0,0,0
x534y13550,0,0.0698639761718049,0,0,0.010859030708984,0,0,0.0600136970145399,0.281562930402804,0.399024647545048,0.178675718156819,0,0
x1034y13550,0.0615875922561211,0,0,0.0340140730313014,0,0,0,0,0.170382807257848,0,0.523982418690216,0.100896186740282,0.109136922024232
x1534y13550,0,0,0,0,0.117444268402772,0,0,0.0624079498092007,0.257961706518323,0.199481813036752,0.362704262232953,0,0
x2034y13550,0.0155713981514694,0.144767197798322,0.0261290973923833,0,0,0,0,0.213331294949823,0.0852997366555722,0.364798070523693,0.150103204528738,0,0
x2534y13550,0.0266446479210125,0,0,0.0429112675667725,0.0780154352990201,0,0,0.163320787495192,0.0171995107889787,0.671908350929025,0,0,0
x3034y13550,0.00244714856472903,0.0308590469607497,0,0.0538307283413268,0,0,0.0141897942413253,0.0802655847300011,0.0133495150824483,0.479777213892795,0.325280968186625,0,0
x3534y13550,0.119650071815481,0.105661568217186,0,0,0,0.0913155531462372,0,0.142252662693275,0,0.360193526173192,0.180926617954629,0,0
x4534y13550,0,0,0,0,0,0,0.336983758024884,0.170895349509417,0.217702455714445,0,0,0,0.274418436751255
x5034y13550,0.0697765961286669,0,0.0381234340244175,0.608817797996865,0,0,0,0.283282171850051,0,0,0,0,0
x5534y13550,0.0420390007610504,0.1679367664037,0,0.730995245847394,0,0,0,0,0,0,0,0,0.0590289869878552
x6034y13550,0.797001232985628,0.00773729861852843,0,0,0,0,0,0.180250683268051,0,0.0150107851277935,0,0,0
x7034y13550,0.0275104955004063,0.08131114875301,0.0606662077869151,0.426469615114156,0,0.216709458163161,0,0.0681077174024852,0,0,0,0.0624594201966709,0.0567659370831959
x7534y13550,0.153623036628763,0.166170201098721,0.0569845541463454,0.584856046239745,0.0169569011751934,0,0,0,0,0,0,0,0.0214092607112326
x8034y13550,0.198026266418034,0.615676721854825,0,0.0442811796556222,0,0.0346663099527789,0.0343976567832352,0,0,0.0729518653355048,0,0,0
x9034y13550,0.0568099886278976,0.229131279035114,0,0.0782447114722498,0.0137673524635553,0.216976503782279,0,0,0.0361812648222852,0.16603353550233,0,0,0.202855364294289
x10034y13550,0.491377469033343,0.028902297386882,0,0.171887302535849,0,0,0,0,0.29689872102754,0,0,0,0.0109342100163865
x10534y13550,0.0592423097044516,0,0.0493788230611635,0.551889854784413,0,0.106417857242803,0,0.0231124010745979,0.0208326901654189,0,0,0.107690050155373,0.0814360138117794
x34y14050,0.112654637671029,0.0869594440781736,0,0,0,0,0,0.197260804816747,0.603125113434051,0,0,0,0
x534y14050,0.0415925120561115,0,0.3276752315,0,0,0,0,0.110675789931442,0.027140510851316,0.322754590668583,0,0,0.170161364992547
x1034y14050,0,0,0,0.0688182186023139,0,0.0237370520652157,0,0.108427699901487,0,0.799017029430983,0,0,0
x1534y14050,0,0,0,0.0737567284231089,0,0,0.0202469396407003,0.1167962208995,0.339100505366783,0.450099605669908,0,0,0
x2034y14050,0,0.0189997222569431,0,0,0,0.166406017888072,0,0.188202806938252,0.287526131249611,0.254332435625345,0.0845328860417762,0,0
x2534y14050,0.0891084098252331,0.134409374158836,0,0,0.0777438730827988,0.180412507056598,0,0.241136128137718,0,0.277189707738816,0,0,0
x3034y14050,0.256954794299043,0.375783741661936,0.0331781225183534,0.305068569667342,0,0,0,0,0.0290147718533248,0,0,0,0
x3534y14050,0.345536276024904,0,0,0,0.0206596095553095,0.254850955466309,0,0.0562177135784356,0,0,0.322735445375042,0,0
x4534y14050,0.259563424200121,0,0,0.691235489236784,0,0.0378325767766092,0.0113685097864861,0,0,0,0,0,0
x5034y14050,0.525923999840501,0.243542675412731,0.230533324746768,0,0,0,0,0,0,0,0,0,0
x5534y14050,0.109020209820172,0.47901166369216,0,0,0,0.0705878254760696,0,0.0305606247006304,0.310819676310968,0,0,0,0
x6034y14050,0.651125811983281,0.00894242183609932,0,0.167668115526959,0,0.166394987890772,0,0.00586866276288943,0,0,0,0,0
x7034y14050,0.782289169429787,0.158056547316839,0,0.0276472163810625,0.00825524310607427,0.0113428227878723,0,0,0,0,0,0.0124090009783653,0
x7534y14050,0.0222250025315064,0,0.072187604474342,0.126658269975104,0.490831108917157,0.0885662023904207,0,0.0738528335138366,0.033912311070461,0.0327116639206884,0,0.0590550032064835,0
x9534y14050,0.841403727501791,0.0092229807505488,0.0281376816876102,0,0,0,1.53534940094237e-10,0.00410605431233924,0.117129555594176,0,0,0,0
x10034y14050,0.293551367662753,0.297898645217536,0,0.160871511138126,0,0.0191600806089236,0,0,0.228518395372662,0,0,0,0
x10534y14050,0.160043578477457,0.280475557842479,0,0.128397371436665,0,0.0392674799167403,0,0,0.371788041525019,0,0,0,0.02002797080164
x34y14550,0.701474333375513,0.0264459684268322,0,0,0.202276874675182,0.0170408006709345,0.015683135105243,0,0.00515357737816168,0,0.0319253103681345,0,0
x1034y14550,0,0,0,0.29345170028893,0.0543426373595083,0,0,0,0.0521493630708172,0.600056299280745,0,0,0
x1534y14550,0.0693777853641767,0.145997901351052,0,0,0.0283049030658546,0,0,0.198658584973527,0.0730006807276982,0.444070825182114,0.0405893193355783,0,0
x2034y14550,0.0127309430495297,0,0,0.117459969086496,0,0,0,0.155578728378313,0.503570048819998,0.210660310665664,0,0,0
x2534y14550,0,0.0125025654839758,0.187174469814742,0,0,0.00763110064759814,0,0.0837386816651101,0,0.708953182388574,0,0,0
x3034y14550,0,0,0.166158541052191,0.017398656567386,0.032401031700173,0,0.0385671889968014,0,0.030651956682146,0.581945493121914,0.132877131879388,0,0
x3534y14550,0.0674451951830294,0,0,0.0132502664365682,0,0,0.0151407558385128,0.0812166819536779,0.0338218219835268,0.579164391336193,0,0.209960887268492,0
x34y15050,0.5877403900193,0.242181351614643,0,0.0280836702487916,0,0,0,0.13213464723246,0.00985994088480619,0,0,0,0
x534y15050,0.450442654125953,0,0.0725459050194553,0,0,0.031553267445267,0,0.0247739776867597,0.0700497544607536,0.0470820852262424,0.149070755078243,0,0.154481600957325
x1034y15050,0.412612700100438,0.367165858972178,0,0,0,0.0590329762501326,0,0.155743682974706,0.00544478170254492,0,0,0,0
x2034y15050,0.710399576930417,0,0.132334571799767,0,0,0,0.0803271014463739,0.076938749823442,0,0,0,0,0
x2534y15050,0.27785454456206,0,0,0.246545825727183,0.00222328939387552,0.0193938394632464,0,0.222393284472287,0.036167521148384,0.161135299478125,0,0,0.0342863957548387
x3034y15050,0,0.0418159905791488,0,0.0545274602429234,0.0068328412579076,0,0.0459623928792423,0.0382659660333518,0.180252476538367,0.632342872469059,0,0,0
x3534y15050,0,0,0,0.216623592988568,0,0,0,0.144446065293592,0.397707604536615,0.241222737181225,0,0,0
x34y15550,0.245908691532589,0.204672996264588,0,0,0,0,0,0.313506255849768,0.235912056353055,0,0,0,0
x534y15550,0.359068509591544,0.246786967095284,0,0.0624721861051016,0,0,0,0.284194360810415,0.0474779763976558,0,0,0,0
x1034y15550,0.635945929999726,0.347387436232351,0,0,0,0,0,0,0.0166666337679228,0,0,0,0
x1534y15550,0.296074738739168,0,0.197395531547572,0.11421617621233,3.64665613660029e-10,0,0,0.200739214169164,0.0202898571628548,0,0,0,0.171284481804246
x2534y15550,0.137691808687758,0.441765932799176,0.0861603010353163,0.0766329796263456,0.0269331743421354,0.00445939842081113,0,0,0.0730496111548132,0.153306793933644,0,0,0
x3534y15550,0.00817487917463876,0,0.128926566649462,0.325433062045251,0,0,0.00759278932965281,0.0125110009586321,0.0183728158759853,0.377360466610356,0,0,0.121628419356023
x1034y16050,0.0392277792986414,0.596715979941243,0,0.153099109172702,0,0,0,0.210957131587414,0,0,0,0,0
x1534y16050,0.0631067991994731,0.489991176758239,0,0.151565785523353,0,0,0,0.171687517641044,0.123648720877891,0,0,0,0
x2034y16050,0.432104196985894,0.0894628834386979,0,0.187579142217099,0.0497519833544197,0,0,0.133773430579274,0.107328363424616,0,0,0,0
x2534y16050,0.3963544591071,0,0,0.431434996201461,0,0.0258548005952074,0,0.0121885974464225,0.111546023968863,0.0226211226809459,0,0,0
x3034y16050,0.572796886544105,0.403706724371201,0,0,0,0,0,0,0,0,0,0.0234963890846941,0
x2034y16550,0.00837680391978163,0.132585494138209,0,0,0,0,0,0.818973257528432,0.0400644444135771,0,0,0,0
x2534y16550,0.093064437648611,0.136446397244277,0,0,0,0.0835076112431711,0,0.62553990738804,0.061441646475901,0,0,0,0
x3034y16550,0.709885027406003,0,0,0,0,0,0,0.0421247531315935,0.247990219462404,0,0,0,0
x3034y17050,0.83725445783895,0.065112598072816,0,0,0,0,0,0.0661739309479864,0.0187908746553613,0,0,0,0.0126681384848864
