,Astro,Endo,Micro,Oligo,PVALB,SST,Smc,eL2/3,eL4,eL5,eL6
x8034y6050,0.280132075787395,0.157051265414593,0,0,0,0.172039673495438,0.21655172157086,0,0,0.174225263731714,0
x8534y6050,0,0.160698411952791,0,0.00861110054221227,0,0.440809308632698,0.172103149883532,0.0951329936095817,0,0.122645035379185,0
x9034y6050,0.0321791780134445,0.159302930079031,0.169874447747176,0.270147829026249,0.151085205271587,0,0,0,0,0.217410409862513,0
x9534y6050,0.0180813126541962,0.206354245847937,0,0,0.120906510286337,0.46824014556495,0,0,0,0.18641778564658,0
x10034y6050,0.00347264831968137,0.368429662913408,0,0,0,0.159823716787646,0,0,0,0.468273971979264,0
x10534y6050,0.266983223005795,0.072871621718057,0.128533789135704,0,0,0,0.0660423113924535,0,0,0.46556905474799,0
x534y6550,0,0,0.0535518652146479,0.0677525829074757,0.878695551877876,0,0,0,0,0,0
x1034y6550,0,0.0429684648062008,0,0.0460770028379319,0.326279641142353,0.16934312887019,0.0653689069293031,0.103023777914759,0.189929698249504,0.0570093792497576,0
x1534y6550,0,0.131087597569419,0,0.124280345377636,0,0.216279632191915,0.0515217269653526,0,0.17648190161069,0,0.300348796284988
x2034y6550,0,0.0956855530313427,0,0.0282134650887419,0.351812914950564,0.164831486935702,0.0911454335173977,0,0,0,0.268311146476252
x2534y6550,0.0745112013374644,0.154438969173462,0,0.0261546403253544,0.0378671219993562,0,0.108088943783567,0,0,0,0.598939123380796
x3034y6550,0,0.0834828927190628,0.0970780303737873,0,0.0301362091849251,0,0,0,0,0,0.789302867722225
x3534y6550,0,0.137291569369834,0.109762910828078,0,0.249483245498618,0,0,0,0,0.168154265285683,0.335308009017787
x4534y6550,0.123061635016622,0.0249868161155055,0,0,0.461658978469783,0,0,0,0,0.166552407211192,0.223740163186899
x5034y6550,0.0440187692824342,0.138673830508767,0,0.033462953587615,0,0.298748015224126,0,0.0772184273068648,0,0.239940906318888,0.167937097771305
x5534y6550,0.0545379964806218,0.0370546355826794,0.0725352666353545,0,0,0.027063895817551,0,0.254382256640092,0,0.554425948843701,0
x6034y6550,0.381311279448277,0.0996574040704707,0.0313939404608052,0.194889831684538,0.182679722522095,0.110067821813813,0,0,0,0,0
x6534y6550,0,0.0755848130934883,0.152918717989156,0,0.30323296968354,0,0.174490969381399,0,0,0.293772529852417,0
x7034y6550,0,0.107230090121882,0,0.241964830209325,0.328944862206641,0,0,0,0,0.321860217462152,0
x7534y6550,0,0.00966995856752961,0.0311135044743905,0,0.402877372613945,0.166147323311104,0,0,0,0.289512592847024,0.100679248186006
x8034y6550,0.344302531014128,0.0500402719373313,0,0,0.0746189344747954,0,0.0824387600909605,0,0,0.448599502482785,0
x8534y6550,0,0.185850397825203,0,0,0.506528556674668,0.282677227909188,0,0,0,0.0249438175909403,0
x9034y6550,0,0.0708880073628106,0,0.0103335108808734,0.220583492602975,0.156400380827997,0.037501605955522,0.151210472453539,0,0.353082529916282,0
x9534y6550,0,0,0,0.0638687735202474,0.0664842512051519,0.227091200368162,0.238163434007632,0,0,0.312141046635739,0.0922512942630681
x10034y6550,0,0,0.170437237802534,0,0,0.385180519209515,0,0,0,0.444382242987951,0
x10534y6550,0.281131311794419,0,0,0,0.231832583820074,0,0.0262693143453654,0,0,0.460766790040142,0
x34y7050,0.0309654548229343,0.0935710217349625,0.0598847833088794,0.0965623431928151,0.0419691403124057,0,0,0,0,0.677047256628003,0
x534y7050,0,0.0352365936508553,0,0.112616622410635,0.123496685974956,0,0.161760503016609,0,0,0.412463674558778,0.154425920388167
x1034y7050,0.243023278252213,0.108187625134614,0,0,0.266859659729362,0,0.0208906131092758,0.136661629923143,0,0.224377193851392,0
x1534y7050,0.0497438691867227,0.0405904492904317,0,0.0447789798543155,0.252386105111704,0.0484538755926945,0,0.270942060606604,0,0,0.293104660357527
x2034y7050,0.0503093016691362,0.215093166550579,0,0.0205918645451341,0.395270746491449,0,0,0,0.196787644418975,0,0.121947276324726
x2534y7050,0.0433287415135663,0.0445060119766043,0,0.117020416334721,0.0605915451355731,0,0,0,0.265869422264165,0,0.468683862775369
x3034y7050,0.292445864270871,0,0,0,0.023819062763875,0,0,0,0,0.274820312391132,0.408914760574122
x3534y7050,0.0469803712271382,0,0.0245543744301838,0,0,0.0947652653526248,0,0,0,0,0.833699988990053
x4534y7050,0.0753363040752772,0.112300440553358,0.341796300160292,0,0.243915152844222,0.0278629722492968,0,0,0,0.198788830117554,0
x5034y7050,0,0.0156185519581724,0.30076225353306,0.34144236742327,0.0917470619579328,0,0.199187107759334,0.0303698360127619,0.0208728213554689,0,0
x5534y7050,0,0.10254471214837,0.186396184974521,0.323948072777989,0.0791376501330642,0,0,0.119464073804195,0,0.188509306161861,0
x6034y7050,0.0335808310588165,0.195778947595012,0,0,0,0.380451828067586,0,0,0,0.390188393278586,0
x6534y7050,0.00280234503402951,0.0339861833572316,0.0582792330116983,0,0,0.198775410818919,0,0.172777012215427,0,0.533379815562694,0
x7034y7050,0.0784823040719973,0.111904034724499,0,0.609997694957178,0.199615966246325,0,0,0,0,0,0
x7534y7050,0.156195144625146,0.179376136450804,0,0,0.152326450596587,0.12590225600142,0,0,0,0.259785636554959,0.126414375771085
x8034y7050,0.178913311022054,0,0.472948111112495,0,0.0299390068441711,0.133301502081664,0,0,0,0.151149914462103,0.0337481544775137
x8534y7050,0,0.191211214070689,0,0,0.293884011530336,0.144131000569386,0,0,0,0.370773773829588,0
x9034y7050,0,0.268430055666982,0,0,0.584670603456286,0,0.038334299634399,0,0,0,0.108565041242333
x9534y7050,0.513411925479781,0,0.0673916463974515,0,0.140741043207861,0.123275398406891,0,0,0.0213027637521023,0,0.133877222755913
x10034y7050,0,0,0.0459389552082128,0.034619218484942,0.896762309972701,0,0.0226795163341444,0,0,0,0
x10534y7050,0,0.22379934542704,0.0831009929489394,0,0,0.0515365615581859,0,0,0.172898660697273,0,0.468664439368562
x34y7550,0.0562226681856251,0.1360181754036,0,0.0985281556925067,0.382927646794002,0,0,0,0,0.326303353924266,0
x534y7550,0.0152100887727163,0.150659776675365,0,0.0188916448415834,0.129230997132994,0.0788063657017094,0.168040408440541,0,0,0.439160718435091,0
x1034y7550,0.101646409051559,0.124219532465799,0,0.184436951442137,0.209297828574829,0,0,0,0,0.30913549617256,0.0712637822931159
x1534y7550,0.0115156712973327,0.213395531657661,0,0.0168961865707443,0.0650651704691083,0,0.229889440541929,0,0,0.463237999463225,0
x2034y7550,0,0.118563109103279,0,0,0.221905469832301,0.0853514519378264,0.0434362454871394,0,0,0.530743723639454,0
x2534y7550,0.154250959532512,0.100496342461444,0,0,0.459577688490199,0.109690692349687,0.0399101834054947,0,0,0,0.136074133760663
x3034y7550,0,0.0515258836706997,0.277905226371151,0.00636398270525057,0.127244999170626,0,0,0,0,0.33175967672224,0.205200231360032
x3534y7550,0.333962087322673,0.119830191372599,0,0,0,0.271601902781821,0,0,0,0.274605818522906,0
x4534y7550,0.263848932701386,0,0.170088078238692,0,0,0.361819814809906,0.0921314015936037,0,0,0.112111772656412,0
x5034y7550,0,0.0888201816447004,0,0,0.118514126129236,0,0,0,0,0.792665692226063,0
x5534y7550,0.0283698229854806,0,0,0.322054047806132,0.185959868355351,0,0.0789174281194239,0.384698832733613,0,0,0
x6034y7550,0.259152486696574,0,0.375073384542629,0,0,0.0825881125017908,0,0,0.116162960082553,0.167023056176453,0
x6534y7550,0,0.204984410256371,0,0,0,0.472386029726724,0,0.0961576817190442,0,0.226471878297861,0
x7034y7550,0.22634305235984,0.151936439241088,0,0,0,0.294024426779442,0,0,0,0.208377042221118,0.119319039398512
x7534y7550,0.246239057397588,0,0.0952767452368049,0.289153034102951,0.164342713154054,1.25699076318518e-10,0,0,0.0635701815678315,0,0.141418268415071
x8034y7550,0.0627735857289676,0.0838316353493749,0.0898739075857445,0.114557894148248,0.249892455215289,0.193970137728617,0,0,0.205100384243758,0,0
x8534y7550,0.0277276075223833,0.0896779210491893,0.0611405516161401,0.0112932703769751,0.211523487195488,0.124771048785897,0.013923276462261,0,0.336918946175295,0.123023890816372,0
x9034y7550,0.0332842589437056,0.0861256294005305,0.161202110483252,0,0.157167006134402,0.0236175522735389,0.146498389153055,0,0.392105053611516,0,0
x9534y7550,0,0,0,0,0,0.159949402406743,0.134197731584336,0,0.331052897096192,0.37479996891273,0
x10034y7550,0,0,0.046274112772417,0,0,0.0976203668996904,0,0,0.308593790712442,0.455852678756068,0.0916590508593824
x10534y7550,0,0.0313042063471889,0.0434196515623472,0,0,0.214889252381081,0,0,0.428588111661578,0.281798778047805,0
x34y8050,0.202637874075184,0.139433505514893,0,0,0.414800924347889,0.0405090311780431,0.0528624240149408,0.0526021373232069,0,0.0971541035458427,0
x534y8050,0.107301117956975,0,0.0364014209063435,0.0376421064265084,0.111946038303186,0.183002858793418,0.210219868944702,0.0623974636672295,0,0.251089125001637,0
x1034y8050,0.00991928337324278,0.174424206563483,0,0,0.157495420160409,0.164600059327861,0.134308414867821,0.242750922237601,0,0.116501693469582,0
x1534y8050,0.0273407491085345,0.0214205005763668,0,0,0.0844638170434336,0.227125865107702,0.149773749824536,0.129798625726005,0,0.360076692613422,0
x2034y8050,0.00848064795559892,0.288613958633712,0.0414426593786381,0.102723886037066,0.217998706773634,0,0,0,0,0.340740141221351,0
x2534y8050,0.0727227705942891,0.197115293507939,0,0.00129077506955087,0.137176572407793,0.239328496062438,0.0368287210248375,0.0754407156708842,0,0.240096655662269,0
x3034y8050,0.107737151294094,0.200290116176206,0,0.00576015821411298,0.477833320902133,0,0,0,0,0.208379253413454,0
x4534y8050,0,0.0713764556864108,0,0,0,0.44875690609827,0.0258365982562913,0,0,0.31663951573959,0.137390524219438
x5034y8050,0.00987537336846304,0.205301753660578,0,0,0,0.229942296867586,0.0238207924551417,0.134979992832428,0.111792974264549,0.284286816551254,0
x5534y8050,0.0274480075709977,0.630044191823952,0.101513615149949,0,0,0.0927477036438526,0,0,0.0582036671951891,0.0900428146160592,0
x6034y8050,0,0.0397552909416129,0.103746823814758,0,0.639438262748795,0,0.0160265436849486,0.0684642789239336,0,0.132568799885952,0
x6534y8050,0.0313443093305331,0.0116276630702795,0,0.00556552163064556,0,0.165039414595974,0,0,0.331456044946176,0.454967046426391,0
x7034y8050,0,0.223949625343504,0,0,0,0.205961635693245,0.00789960704470997,0,0.562189131918541,0,0
x7534y8050,0.218357513106563,0.0597679890770699,0,0,0.236154785125847,0.421514000943566,0,0,0.0642057117469542,0,0
x8034y8050,0,0.138320765552091,0,0.0329947271058516,0.0992990174840069,0.0924709125548178,0.0142434253573618,0,0.622671151945871,0,0
x8534y8050,0.153927367651929,0,0,0,0.346517773855387,0,0.0823972150049715,0,0.417157643487713,0,0
x9034y8050,0.251710540602334,0.0669744658180047,0.250773147706517,0.0461424793484374,0,0,0,0,0.316732122407414,0.0676672441172928,0
x9534y8050,0,0.066162055233209,0,0,0.0845771910856474,0,0.16500483321832,0,0.684255920462823,0,0
x10034y8050,0.0993437694347193,0,0.0734397846321132,0.0222360284519848,0.126209985933414,0,0,0,0.678770431547769,0,0
x10534y8050,0.02317492650612,0,0.197497984672246,0,0,0.091662810053758,0.239247681360999,0,0.40647599645483,0.0419406009520467,0
x34y8550,0.00297662274840021,0.0944362097253125,0,0,0.203698095937239,0.0397308573625016,0.0386296890054021,0,0.280771795953155,0.33975672926799,0
x534y8550,0.397677641649314,0.0527764481859998,0,0.00826412496152318,0.116929594040876,0.0438970139401545,0.014763647310318,0.0486338530480901,0.216834297424663,0.100223379439061,0
x1034y8550,0,0.242494361569357,0,0.158370662513195,0.041095022674347,0.0678991515581762,0.160916261177726,0.2027563266685,0,0.126468213838699,0
x1534y8550,0.264696442747281,0.0990528019735784,0,0,0.282840215871983,0,0.156265304724213,0.0963136861727996,0,0.100831548510145,0
x2034y8550,0.378424031158018,0.143685149916216,0,0,0.199867746083771,0,0.00881772433644573,0,0,0.269205348505549,0
x2534y8550,0.0202831202493115,0.22382443864887,0,0.0231329844290554,0.10389926039772,0.131976995273587,0.12667237497118,0,0,0.370210826030277,0
x3034y8550,0.0478675692894152,0.180478445066602,0,0.0405720475659989,0.25734059084188,0,0.0631985784051962,0,0,0.410542768830907,0
x4534y8550,0,0.0508021537979936,0.178497437296508,0,0,0.0336723642845242,0.0520406133162171,0,0.684987431304757,0,0
x5034y8550,0.108551947026334,0,0.0377356565393268,0,0.17183942788659,0.0555075528694403,0.126194481467993,0,0.279722002888868,0,0.220448931321448
x5534y8550,0.160391433137767,0.731886565777429,0.069205291922944,0,0,0,0.0221335529063011,0,0,0.0163831562555594,0
x6034y8550,0.0727793905096571,0,0.0343552198447045,0.0196470690885176,0.143232501149985,0,0.00860924241148928,0,0.721376576995647,0,0
x6534y8550,0,0,0.102944229296286,0,0,0,0.0359747247667746,0,0.861081045936939,0,0
x7034y8550,0.0243555713829585,0.058724837833008,0,0.138443819764572,0.137208874333465,0.0738511949476699,0.0749120087589024,0,0.492503692979424,0,0
x7534y8550,0.0343179806235696,0.106090741796275,0.193320550791938,0,0,0.0634080367666342,0,0,0.602862690021583,0,0
x8034y8550,0.0324468373898152,0,0.0374190665378302,0,0.135042224695292,0,0.124972143918893,0,0.670119727458169,0,0
x8534y8550,0,0.225467093064828,0.0587012374123512,0,0.186131635063689,0,0.0422556507500234,0,0.487444383709108,0,0
x9034y8550,0.0567730509859646,0,0.0716628770289714,0.128994053858466,0.039735289823795,0,0.0114187843375619,0,0.691415943965241,0,0
x9534y8550,0.180585930649158,0.180660243512535,0,0,0.104014746711338,0.0580608852856567,0.0759306951132496,0,0.400747498728063,0,0
x10034y8550,0,0.00651400860290891,0.0721682974665737,0,0,0.00473564857908721,0,0,0.91658204535143,0,0
x10534y8550,0,0,0.314603978272235,0.0390564661464128,0,0,0.108266740815989,0,0.538072814765364,0,0
x34y9050,0.269538087396006,0.102071379246184,0,0,0,0.0494673536339572,0.0380133737131599,0,0.540909806010692,0,0
x534y9050,0.152547342381645,0.225429390001058,0,0,0.265805785400317,0,0.107194319120353,0,0.249023163096628,0,0
x1034y9050,0,0.0808032259788477,0,0.00990817108058712,0.333042556158896,0.0709466591809061,0.0287443052194282,0,0,0.476555082381335,0
x1534y9050,0,0.135859849665853,0.177597663516463,0,0.138015885924986,0.0692864595896803,0.0223476911716917,0.101525982435383,0.214480473264375,0.140885994431568,0
x2034y9050,0.30487315672006,0.033282947389829,0.091635976058128,0.0257781879740977,0.066051184037571,0,0,0,0.250630025100918,0.227748522719396,0
x2534y9050,0.07701077086364,0.11983159316693,0,0.00353847006155559,0.44914059007163,0,0.106966151312874,0.0321670593353091,0,0.211345365188062,0
x3034y9050,0.0138543407290931,0.0269853402766554,0,0,0.178899562605564,0,0,0,0,0.780260756388688,0
x4534y9050,0,0.0407865159277487,0.0764371875352981,0,0,0.174426734536494,0.0898217694084048,0,0.618527792592054,0,0
x5034y9050,0.0101083056198818,0.0345189370982465,0,0.0718018197321143,0,0.817782401783584,0,0.021928829909871,0.0438597058563029,0,0
x5534y9050,0,0.553389878971052,0,0.0113043171939281,0,0,0.0784180348559906,0,0.322730448469668,0.0341573205093619,0
x6034y9050,0,0.139263157240465,0.0747012016549523,0.00666805978737679,0.0338198547365196,0,0,0,0.745547726580686,0,0
x6534y9050,0.0610173296963373,0.180450121118435,0,0,0.290277165134889,0,0,0,0.468255384050339,0,0
x7034y9050,0.0631877391293952,0,0.030371686140136,0,0,0.182661312605837,0.0202030148443353,0,0.703576247280297,0,0
x7534y9050,0.0585504445582451,0,0.204479411378007,0.0307141990264207,0,0.0340376468206423,0.0301789286039028,0,0.642039369612782,0,0
x8034y9050,0,0.201703668592437,0.0311373561799614,0,0.0635408881385075,0,0.0352943645924857,0,0.668323722496608,0,0
x8534y9050,0.00539593283628758,0.144154695070555,0.0477418690737078,0,0.0770019716863005,0.0847656706889018,0.0591188148555924,0,0.581821045788655,0,0
x9034y9050,0.18212206295193,0.0252221482520365,0.0403607407837181,0,0.0598449351058754,0.0332006158740752,0.0189513757480289,0,0.640298121284335,0,0
x9534y9050,0.00667716787027768,0,0.0764934632867663,0.0207660075334552,0.0399381138653362,0.117074778912224,0.0268564467291253,0,0.712194021802815,0,0
x10034y9050,0.003809753379531,0.0583001722240175,0,0,0.0336587356587503,0.0436159543432882,0.103198789794039,0.18447362346247,0.572942971137904,0,0
x10534y9050,0.390573720336619,0.0746205370176804,0.0415676067348858,0,0.321946086459584,0,0,0.0768072751808597,0.0944847742703711,0,0
x34y9550,0,0.197538858865934,0,0.014667063539948,0,0.0823062873315571,0.073866835524229,0,0.631620954738332,0,0
x534y9550,0,0.171244869378211,0,0.00618646006297642,0.0293828321586698,0,0.0677696172092029,0,0.526869603486019,0.19854661770492,0
x1034y9550,0.0687554937795665,0.189068294755808,0,0.0769954880688158,0.199259494962594,0.0883918529632466,0.216995979965422,0,0.160533395504547,0,0
x1534y9550,0.0245679882549443,0.15782553545907,0.25185113531344,0,0.0317109474632737,0,0,0,0.446853827283871,0.0871905662254011,0
x2034y9550,0,0.240201468789287,0,0,0.256642435925474,0,0.218625764581136,0,0.13111967509638,0.153410655607723,0
x2534y9550,0.326043830571378,0.225124388343807,0.160490848929546,0,0.0324257056044171,0,0,0,0,0.255915226550852,0
x3034y9550,0,0.188248104172235,0.135208262054108,0.096799840648684,0,0.151563475837289,0.0291164014117515,0,0,0.313798488831014,0.0852654270449185
x3534y9550,0,0.0837093959136187,0,0.0020166782710457,0.0721811071301449,0.188857701649698,0.0782360496622888,0,0,0.574999067373204,0
x4534y9550,0.00333132271620495,0.110105856508938,0.0837790040023309,0,0.0331370269866313,0.156755443559137,0.0596980938165577,0,0.553193252410199,0,0
x5034y9550,0,0.117116179387629,0.049477662592003,0,0.0632743002506402,0.12634438448837,0.120922385540083,0.0885299303042114,0.434335157437063,0,0
x5534y9550,0,0.215727294188466,0.161728289909701,0.0490809105276618,0,0.0526845846186963,0.1184826022356,0,0.402296318519875,0,0
x6034y9550,0,0.101178151912144,0.0965258891009358,0,0.440364330629489,0,0.0253595241029497,0.065270811622657,0.271301292631825,0,0
x6534y9550,0.02426751922221,0.0245480413462755,0.0316714626373916,0.00223090095613845,0.0976094456154155,0.0463371878338511,0,0,0.773335442388718,0,0
x7034y9550,0,0,0.0654949021792124,0.0537446843489557,0.0951754075268104,0,0,0,0.785585005945021,0,0
x7534y9550,0,0.0303098593879289,0,0,0.204334272830588,0,0.0944966299606237,0,0.67085923782086,0,0
x8034y9550,0,0,0.0883376359376119,0.0037293587466099,0,0,0.0272663384073179,0,0.720023006146797,0.160643660761663,0
x8534y9550,0.0266610884477656,0,0,0.095724967911088,0.0323472112353181,0,0.210425361719892,0,0.634841370685937,0,0
x9034y9550,0.0657390112005297,0.115894284738062,0.0587916205790317,0.0364795604275107,0,0.0309292623238048,0.0768103991469658,0.234012474353185,0.326008260071147,0,0.0553351271597634
x9534y9550,0.157776233334595,0.115561530178539,0.0347963379550741,0,0,0.115145524832825,0.0633805945577458,0.157865204336177,0.355474574805044,0,0
x10034y9550,0,0.095695551793081,0,0.062098022509551,0,0.0431163437685214,0.197134896229251,0.509158538030232,0,0.0927966476693629,0
x10534y9550,0,0.0403877261048453,0.251541409180814,0.0556166902939461,0,0,0,0,0.422840839919615,0,0.22961333450078
x34y10050,0.204212349248565,0.0714096385137789,0,0,0.0301902858069428,0,0.184304247269264,0,0.509883479161449,0,0
x534y10050,0,0.080951206690879,0,0,0.110354435553562,0,0.254424415200194,0,0.507298424246063,0.046971518309302,0
x1034y10050,0.0607145830185424,0.0709708003622571,0,0.104032153717633,0.0253303459578681,0,0.159035532374758,0,0.52407923603441,0.0558373485345308,0
x1534y10050,0,0.087168536482329,0.0910454117232638,0.0317127724335574,0.0366601482382293,0,0.0387250835802401,0,0.632750214411078,0.081937833131302,0
x2034y10050,0.0727726146235668,0.102854332284082,0,0.0146839732948911,0.112650621364735,0,0.164120574979518,0.0827675573972289,0.450150326055978,0,0
x2534y10050,0,0.0930241568918394,0,0,0,0.0229713885280649,0.187261651356512,0.164616339746456,0.331893073447295,0.200233390029832,0
x3034y10050,0.0554228584168282,0.146676265770715,0,0.0122488199473894,0.125753569859461,0.346445626101104,0.0972091182457367,0,0.216243741658766,0,0
x3534y10050,0.820048853985572,0,0.0242713734435493,0,0.00621966431872588,0.149460108252153,0,0,0,0,0
x4534y10050,0,0.110700029958688,0,0,0.0421560569206658,0.133911593165323,0.0650822853115192,0,0.648150034643804,0,0
x5034y10050,0,0.172367125629023,0,0,0.0269701343410849,0,0.0599928726714945,0.184119897291094,0.556549970067303,0,0
x5534y10050,0,0.345016702794859,0.0453457354028602,0,0,0,0.262697657117347,0.165200456705725,0.181739447979208,0,0
x6034y10050,0,0,0.174578767066248,0.0430407683259217,0.0777581859554369,0,0.0901330414198069,0,0.614489237232586,0,0
x6534y10050,0,0,0.0191264838920583,0,0.225735372459687,0,0.118869696102612,0.0854118825582872,0.550856564987355,0,0
x7034y10050,0,0.229142213563693,0.051482885151114,0,0,0.211683999088206,0.113063817961831,0.131074941221788,0.263552143013367,0,0
x7534y10050,0,0.0159112964744619,0.0691437886727525,0,0,0.0683059608049305,0.0312206197230742,0.246331729405038,0.485147904660808,0,0.0839387002589348
x8034y10050,0,0.0540032164547524,0.0796054392476211,0,0.0380516736471997,0,0,0.598429574143331,0.229910096507096,0,0
x8534y10050,0.144842091433068,0.150671614061815,0,0,0,0.268523761183658,0.109178707379167,0,0.326783825942292,0,0
x9034y10050,0,0.0513132930109836,0.0603260831997835,0,0.0167077106567551,0,0.0981814367848795,0.507411738670713,0.266059737676885,0,0
x9534y10050,0,0.0943470017149708,0,0.0133810768009733,0,0.18860813914146,0.158505578584359,0.363609918106241,0.181548285651996,0,0
x10034y10050,0,0.112216939684138,0,0.00737039980661685,0.167351342687744,0.118259822734636,0.0777572449942704,0.329658907157516,0.187385342935079,0,0
x10534y10050,0,0,0.06467688062683,0,0.0178399881059777,0,0.00771631636510492,0.601027246822914,0.308739568079173,0,0
x34y10550,0,0.0823123784146761,0.109315413823573,0.126254178052463,0.0353365810145029,0,0.153609332380842,0,0.493172116313943,0,0
x534y10550,0.112593709192872,0.150039542317399,0,0,0,0,0.0148547624360283,0,0.722511986053701,0,0
x1034y10550,0.0791748576501607,0.0829810892847797,0,0.0618303159395187,0,0,0.00877839811827497,0,0.676457717735448,0.0907776212718184,0
x1534y10550,0.0224901823382497,0,0,0.023061928648551,0,0,0.0986035048586334,0,0.855844384154566,0,0
x2034y10550,0.0301142726991132,0.113330271063876,0.139403644829286,0.0464018275024032,0,0,0.0171397395602374,0.0386693324651833,0.6149409118799,0,0
x2534y10550,0,0.123000650510254,0,0.0071053366431164,0.0294767969502624,0,0.14053419624823,0,0.699883019648137,0,0
x3034y10550,0,0.0654449535411047,0,0,0.0414674691239675,0,0.205240784196264,0,0.572574852014663,0.115271941124002,0
x3534y10550,0.415768308097088,0,0.0500571152321447,0,0.0746071685408636,0,0,0.122616471362954,0.274387309556984,0.0625636272099653,0
x4534y10550,0,0.00450768187798255,0,0.00595355866309131,0.0295531680537716,0,0.0800428256232593,0.79838250612106,0,0.0815602596608353,0
x5034y10550,0.0597681937918196,0.378755951432533,0,0,0.0681504950369616,0,0,0.277325998934022,0.215999360804664,0,0
x5534y10550,0.344092204313865,0.151263592623197,0,0.0229782991989386,0.182816480409097,0,0.049367366841854,0.170054414385754,0.0794276422272936,0,0
x6034y10550,0.0847405246096791,0.304843150295329,0,0,0,0.263979232228363,0.112983357369652,0.172798992897661,0,0.0606547425993168,0
x6534y10550,0.110511655184195,0.160987803025644,0.0827295917495749,0.0190871965249814,0.110775471682792,0.0670936275463176,0,0.1676868272905,0.281127826995995,0,0
x7034y10550,0,0.0265074884567654,0,0.0481624064154921,0.0576321021470948,0,0.170423186423585,0.428758967128713,0.268515849428349,0,0
x7534y10550,0.0566200409204711,0,0.385173641230947,0.123074966081557,0.0908245997058074,0,0,0,0.344306752061218,0,0
x8034y10550,0,0.104527337220707,0,0.0580635634976124,0.0438485721263001,0.0619760549159913,0,0.578386131016498,0.105513600422129,0.0476847408007619,0
x8534y10550,0,0.187309417178369,0,0,0.226455637010792,0.302399728522116,0.104958302761746,0.178876914526977,0,0,0
x9034y10550,0,0.161526163752136,0.029875831359059,0,0.137111722831367,0,0.0147162663765969,0,0.255830839734933,0,0.400939175945907
x9534y10550,0,0.311122823772901,0,0.00812900494404083,0.0651162826848151,0.0955155824990314,0.0877230042453134,0.432393301853899,0,0,0
x10034y10550,0.00788644204407833,0.0914445027243224,0,0.00808507734655969,0,0.226079650413927,0,0.666504327471112,0,0,0
x10534y10550,0.15176338372592,0,0.0263971658785975,0,0.026704684361578,0,0,0.733123069658572,0,0.0620116963753325,0
x34y11050,0.240594525767204,0.125183154371868,0.0818550215486924,0,0,0,0.0127917382448296,0.207840668522894,0.331734891544512,0,0
x534y11050,0,0.0791176818409116,0,0.00497304098104315,0,0,0.156890198096281,0,0.564550583819888,0,0.194468495261876
x1034y11050,0.0142875937102036,0,0.0743562329788345,0,0,0,0.122875219022501,0.197046000993036,0.591434953295425,0,0
x1534y11050,0.053674654192319,0.139653849516154,0,0.0846946027530601,0,0,0.15129231562078,0,0.570684577917687,0,0
x2034y11050,0.00286396788227074,0.0699693930596224,0.128306899521415,0.0236745894934175,0.105780711923768,0,0.0152372298787845,0,0.654167208240722,0,0
x2534y11050,0.0162719849692309,0.127135865015486,0,0,0,0,0.18826043568966,0,0.668331714325623,0,0
x3034y11050,0.219971687975467,0.0603256517143822,0.0222420472038172,0,0,0,0.0877697983204694,0,0.51147272836404,0.098218086421824,0
x3534y11050,0.117276421775643,0,0,0.0857690358567481,0,0,0.214783852797395,0,0.447124072215381,0.135046617354834,0
x4534y11050,0,0.162204844235444,0,0,0,0.337506627776065,0.174657811680305,0.265895303739225,0.0597354125689605,0,0
x5034y11050,0.326896366944828,0.243236427632336,0.0618642999891367,0,0,0,0.110699705189201,0.135587075662456,0.104016750508038,0,0.0176993740740037
x5534y11050,0,0.112217436624628,0,0.00301740867588625,0,0.0585388242085008,0.107181913446597,0.573545152531166,0.145499264513221,0,0
x6034y11050,0.0299583453463928,0,0.33229683614915,0,0,0.0610665349066711,0,0.576678283597786,0,0,0
x6534y11050,0,0.229089555275427,0,0,0,0.34383734872296,0,0.241389862302462,0.185683233699151,0,0
x7034y11050,0,0.17209777367606,0.0954084792711484,0,0,0.300314092828691,0.0626542308588343,0.369525423365266,0,0,0
x7534y11050,0.0107593429979013,0.0358068506386161,0,0,0,0.197944828565317,0.283935462837412,0.471553514960753,0,0,0
x8034y11050,0,0.0710350558611252,0,0.0140125049912684,0.0842998944466385,0.0700956669976461,0,0.574183306293845,0.186373571409477,0,0
x8534y11050,0,0.16786987602577,0,0.00947244075880715,0.0950245536753979,0,0.0887835996146705,0.506939130293728,0.131910399631626,0,0
x9034y11050,0.133227395193741,0.0246626858052545,0,0,0.362530069703467,0.091642169731337,0.13179118005531,0,0,0,0.256146499510891
x9534y11050,0.0440271639452241,0.2320258391244,0,0,0,0.019582087057543,0,0.260372651061542,0,0,0.443992258811292
x10034y11050,0.323325493214077,0.0233923092285375,0,0,0.174920572243524,0.0576953108068981,0.0642121643942523,0.356454150112712,0,0,0
x10534y11050,0.0536701444386367,0,0,0,0,0.630953231411873,0.143681617929551,0.128290812404811,0.0193773854051233,0,0.0240268084100042
x34y11550,0,0.0878080526330471,0,0,0,0.0591446694427173,0.128491088163139,0.515159189118441,0.209397000642656,0,0
x534y11550,0,0.180148675273802,0,0,0.318131199872905,0.0602663259461892,0.0441294936537884,0.227472601809941,0.169851703443374,0,0
